pair_id,R_tau1,R_tau2,len_tau1,len_tau2,p_tau1_preferred,preferred
0,91.5916,-2.8979,157,999,1.000000,0
1,93.9995,92.3120,94,614,0.843891,0
2,94.1286,-3.3081,92,999,1.000000,0
3,94.4471,88.9771,87,789,0.995806,0
4,94.1290,89.3641,92,900,0.991548,0
5,91.5909,88.2736,157,719,0.965021,0
6,93.9922,91.4206,94,846,0.929010,0
7,91.4182,-1.2376,159,999,1.000000,0
8,94.6042,90.4760,86,549,0.984142,0
9,94.6081,-1.2373,86,999,1.000000,0
10,94.2592,92.0359,90,688,0.902322,0
11,94.5479,-1.2900,86,999,1.000000,0
12,94.4461,91.4144,87,770,0.953984,0
13,94.2495,92.4859,90,685,0.853663,0
14,94.5316,92.6781,86,532,0.864545,0
15,94.3210,91.8884,89,771,0.919282,0
16,94.3741,-1.4462,88,999,1.000000,0
17,91.4756,92.0798,157,840,0.353401,1
18,93.9333,91.3977,95,618,0.926603,0
19,93.7337,91.5940,98,616,0.894707,1
20,90.4951,-6.4721,161,999,1.000000,0
21,91.4835,-7.8485,158,999,1.000000,0
22,94.3757,92.5706,88,454,0.858765,0
23,90.8522,-6.0453,158,999,1.000000,0
24,94.5773,91.6295,86,850,0.950158,0
25,93.9943,91.1738,94,544,0.943773,0
26,94.5850,-7.5828,87,999,1.000000,0
27,93.5686,90.7447,101,891,0.943955,0
28,94.5362,89.6514,86,554,0.992496,0
29,94.6100,91.2176,86,696,0.967468,0
30,94.1867,92.7415,91,455,0.809262,0
31,94.5861,89.1763,86,558,0.995547,0
32,94.3195,89.3444,89,633,0.993140,0
33,94.3787,92.4974,88,608,0.867765,0
34,93.9380,91.4304,95,808,0.924672,0
35,94.2597,87.7305,90,571,0.998542,0
36,94.5301,91.7123,86,691,0.943633,0
37,93.9983,-4.2875,94,999,1.000000,0
38,94.2648,-6.1812,90,999,1.000000,0
39,91.2795,-1.6741,160,999,1.000000,0
40,94.2644,92.3977,90,532,0.866078,0
41,94.3240,92.2356,89,801,0.889775,0
42,93.9356,-1.0937,95,999,1.000000,0
43,91.5920,90.8368,157,776,0.680295,0
44,89.6175,91.6288,178,882,0.118022,1
45,94.2661,-1.2851,90,999,1.000000,0
46,90.9448,-1.0939,158,999,1.000000,0
47,94.3924,92.3350,88,762,0.886699,0
48,94.3190,92.0644,89,535,0.905046,0
49,91.5818,92.6186,157,533,0.261750,1
50,90.3439,92.3167,165,456,0.122087,1
51,91.2159,-1.1939,158,999,1.000000,0
52,94.4465,92.3435,87,801,0.891196,0
