pair_id,R_tau1,R_tau2,len_tau1,len_tau2,p_tau1_preferred,preferred
0,-359.7129,-649.3870,200,200,1.000000,0
1,-131.1727,-509.8345,200,200,1.000000,0
2,-128.8623,-514.7657,200,200,1.000000,0
3,-956.2060,-955.4668,200,200,0.323173,0
4,-272.7910,-716.9943,200,200,1.000000,0
5,-267.1185,-645.1690,200,200,1.000000,0
6,-365.3355,-776.4529,200,200,1.000000,0
7,-1060.7659,-777.5759,200,200,0.000000,1
8,-303.4172,-866.8261,200,200,1.000000,0
9,-1033.9715,-599.7991,200,200,0.000000,1
10,-1078.2996,-519.2829,200,200,0.000000,1
11,-129.5533,-646.0344,200,200,1.000000,0
12,-126.6324,-651.2454,200,200,1.000000,0
13,-362.3648,-696.9656,200,200,1.000000,0
14,-249.4679,-775.1156,200,200,1.000000,0
15,-129.8427,-549.7639,200,200,1.000000,0
16,-128.6199,-1016.2109,200,200,1.000000,0
17,-339.8691,-648.9818,200,200,1.000000,0
18,-379.8692,-647.3233,200,200,1.000000,0
19,-248.1709,-812.3733,200,200,1.000000,0
20,-283.9099,-743.0273,200,200,1.000000,0
21,-4.5499,-797.2366,200,200,1.000000,0
22,-1.6828,-640.0646,200,200,1.000000,0
23,-380.6671,-629.5223,200,200,1.000000,0
24,-352.2169,-540.9555,200,200,1.000000,0
25,-130.8427,-924.1423,200,200,1.000000,0
26,-261.5003,-794.1757,200,200,1.000000,0
27,-132.6547,-769.5214,200,200,1.000000,0
28,-861.1253,-533.8112,200,200,0.000000,1
29,-425.7978,-656.2186,200,200,1.000000,0
30,-128.2821,-821.8901,200,200,1.000000,0
31,-947.9532,-517.4181,200,200,0.000000,1
32,-125.4165,-647.3159,200,200,1.000000,0
33,-2.6205,-1109.7604,200,200,1.000000,0
34,-258.2650,-514.4319,200,200,1.000000,0
35,-127.1040,-613.4512,200,200,1.000000,0
36,-128.6473,-417.3065,200,200,1.000000,0
37,-130.1923,-640.9007,200,200,1.000000,0
38,-129.9681,-806.3793,200,200,1.000000,0
39,-1044.5255,-739.0789,200,200,0.000000,1
40,-3.9890,-895.1083,200,200,1.000000,0
41,-2.2378,-653.6420,200,200,1.000000,0
42,-2.3640,-645.9029,200,200,1.000000,0
43,-127.3400,-641.3235,200,200,1.000000,0
44,-2.2450,-651.9081,200,200,1.000000,0
45,-252.2360,-816.8422,200,200,1.000000,0
46,-132.0464,-515.1861,200,200,1.000000,0
47,-285.8625,-771.5079,200,200,1.000000,0
48,-130.4438,-754.3530,200,200,1.000000,0
49,-4.3660,-645.1264,200,200,1.000000,0
