pair_id,R_tau1,R_tau2,len_tau1,len_tau2,p_tau1_preferred,preferred
0,-2.5969,-658.5482,200,200,1.000000,0
1,-256.9559,-644.6234,200,200,1.000000,0
2,-379.5533,-651.4573,200,200,1.000000,0
3,-131.0251,-822.2532,200,200,1.000000,0
4,-243.4149,-787.9008,200,200,1.000000,0
5,-136.1901,-529.0723,200,200,1.000000,0
6,-266.4429,-646.6625,200,200,1.000000,0
7,-1102.8360,-782.9433,200,200,0.000000,1
8,-359.5666,-634.7089,200,200,1.000000,0
9,-441.9338,-518.1440,200,200,1.000000,0
10,-1045.8024,-827.0463,200,200,0.000000,1
11,-130.6897,-510.2891,200,200,1.000000,0
12,-256.5040,-822.2803,200,200,1.000000,0
13,-1.7575,-514.1801,200,200,1.000000,0
14,-5.2201,-516.6028,200,200,1.000000,0
15,-265.1126,-801.0781,200,200,1.000000,0
16,-917.2051,-656.9868,200,200,0.000000,1
17,-126.2488,-652.9689,200,200,1.000000,0
18,-2.6728,-643.6290,200,200,1.000000,0
19,-129.2578,-590.9366,200,200,1.000000,0
20,-1057.4627,-778.1010,200,200,0.000000,1
21,-126.7580,-816.6940,200,200,1.000000,0
22,-128.9756,-896.8748,200,200,1.000000,0
23,-263.0761,-504.4903,200,200,1.000000,0
24,-352.7761,-650.0125,200,200,1.000000,0
25,-127.6433,-755.8011,200,200,1.000000,0
26,-278.8496,-385.6401,200,200,1.000000,0
27,-132.4737,-770.8875,200,200,1.000000,0
28,-125.8532,-379.0207,200,200,1.000000,0
29,-237.3144,-805.9831,200,200,1.000000,0
30,-951.8201,-514.9613,200,200,0.000000,1
31,-131.6020,-644.5193,200,200,1.000000,0
32,-132.7665,-650.4991,200,200,1.000000,0
33,-126.2358,-636.9554,200,200,1.000000,0
34,-265.5478,-637.6662,200,200,1.000000,0
35,-128.4977,-669.4602,200,200,1.000000,0
36,-347.6437,-520.3208,200,200,1.000000,0
37,-787.3847,-390.7031,200,200,0.000000,1
38,-270.4738,-776.0062,200,200,1.000000,0
39,-129.5668,-798.9772,200,200,1.000000,0
40,-2.4147,-830.2611,200,200,1.000000,0
41,-305.1098,-516.5542,200,200,1.000000,0
42,-132.9541,-645.6545,200,200,1.000000,0
43,-128.8114,-647.7500,200,200,1.000000,0
44,-129.6639,-507.6986,200,200,1.000000,0
45,-2.1757,-679.0461,200,200,1.000000,0
46,-129.2273,-612.0075,200,200,1.000000,0
47,-129.5214,-774.9721,200,200,1.000000,0
48,-127.1134,-960.6439,200,200,1.000000,0
49,-305.0271,-633.1611,200,200,1.000000,0
50,-125.9048,-516.7935,200,200,1.000000,0
51,-277.8613,-641.4627,200,200,1.000000,0
52,-253.7521,-665.3145,200,200,1.000000,0
53,-2.7843,-527.6368,200,200,1.000000,0
54,-128.5683,-537.3294,200,200,1.000000,0
55,-399.3220,-392.9953,200,200,0.001785,1
56,-132.5189,-629.0291,200,200,1.000000,0
57,-127.9111,-702.2867,200,200,1.000000,0
58,-132.3985,-653.2360,200,200,1.000000,0
59,-129.7834,-642.0100,200,200,1.000000,0
60,-129.7691,-832.4897,200,200,1.000000,0
61,-329.6576,-617.4889,200,200,1.000000,0
62,-363.4248,-729.1811,200,200,1.000000,0
63,-363.6135,-883.2297,200,200,1.000000,0
64,-365.2445,-648.6703,200,200,1.000000,0
65,-127.1656,-771.2119,200,200,1.000000,0
66,-1.6653,-649.5465,200,200,1.000000,0
67,-255.5977,-614.1736,200,200,1.000000,0
68,-2.4416,-645.7942,200,200,1.000000,0
69,-125.4780,-724.5890,200,200,1.000000,0
70,-1047.9521,-805.8033,200,200,0.000000,1
71,-130.4653,-773.2771,200,200,1.000000,0
72,-286.0887,-774.2674,200,200,1.000000,0
73,-127.1580,-646.7830,200,200,1.000000,0
74,-296.6306,-644.5386,200,200,1.000000,0
75,-287.5374,-640.8915,200,200,1.000000,0
76,-315.7907,-515.9958,200,200,1.000000,0
77,-244.9871,-779.4334,200,200,1.000000,0
78,-1.1800,-639.3991,200,200,1.000000,0
79,-1010.5569,-645.2853,200,200,0.000000,1
80,-378.7587,-936.9342,200,200,1.000000,0
81,-2.2208,-916.5531,200,200,1.000000,0
82,-250.7976,-530.5255,200,200,1.000000,0
83,-1044.7181,-513.7938,200,200,0.000000,1
84,-1028.9781,-520.5511,200,200,0.000000,1
85,-260.5905,-646.8801,200,200,1.000000,0
86,-129.0479,-1098.6417,200,200,1.000000,0
87,-131.3971,-867.3541,200,200,1.000000,0
88,-879.6564,-511.1995,200,200,0.000000,1
89,-130.5193,-882.9712,200,200,1.000000,0
90,-131.0225,-519.5237,200,200,1.000000,0
91,-127.4608,-671.3131,200,200,1.000000,0
92,-130.9153,-669.6137,200,200,1.000000,0
93,-124.5638,-780.6216,200,200,1.000000,0
94,-389.8870,-677.0062,200,200,1.000000,0
95,-353.8525,-811.6459,200,200,1.000000,0
96,-265.2070,-783.7216,200,200,1.000000,0
97,-130.1503,-518.3848,200,200,1.000000,0
98,-127.3872,-957.9625,200,200,1.000000,0
99,-129.5949,-736.4620,200,200,1.000000,0
100,-2.7547,-904.0251,200,200,1.000000,0
101,-120.1425,-772.9033,200,200,1.000000,0
102,-272.5552,-786.1373,200,200,1.000000,0
103,-262.5792,-832.6737,200,200,1.000000,0
104,-404.2788,-513.5008,200,200,1.000000,0
105,-132.8096,-683.6657,200,200,1.000000,0
106,-2.2913,-655.5604,200,200,1.000000,0
107,-247.2220,-520.6013,200,200,1.000000,0
108,-966.2429,-516.9933,200,200,0.000000,1
109,-264.2719,-831.7919,200,200,1.000000,0
110,-127.9801,-643.9265,200,200,1.000000,0
111,-129.3232,-516.9052,200,200,1.000000,0
112,-794.0893,-823.9652,200,200,1.000000,0
113,-265.7887,-537.5732,200,200,1.000000,0
114,-335.7694,-516.9818,200,200,1.000000,0
115,-905.6269,-639.1052,200,200,0.000000,1
116,-130.2107,-728.5965,200,200,1.000000,0
117,-129.6886,-643.2375,200,200,1.000000,0
118,-252.7542,-925.6160,200,200,1.000000,0
119,-127.1664,-514.3429,200,200,1.000000,0
120,-280.0390,-610.7334,200,200,1.000000,0
121,-353.0763,-671.7576,200,200,1.000000,0
122,-2.0775,-783.1113,200,200,1.000000,0
123,-1.7017,-392.0485,200,200,1.000000,0
124,-144.4629,-595.9385,200,200,1.000000,0
125,-917.0737,-516.1248,200,200,0.000000,1
126,-268.4237,-925.9546,200,200,1.000000,0
127,-286.5805,-866.4854,200,200,1.000000,0
128,-126.4300,-521.9676,200,200,1.000000,0
129,-128.7342,-639.0424,200,200,1.000000,0
130,-132.1621,-657.5661,200,200,1.000000,0
131,-302.4596,-644.2823,200,200,1.000000,0
132,-128.8657,-975.2155,200,200,1.000000,0
133,-127.0872,-660.9689,200,200,1.000000,0
134,-129.0655,-522.1332,200,200,1.000000,0
135,-1.8876,-780.5187,200,200,1.000000,0
136,-2.5447,-516.0642,200,200,1.000000,0
137,-124.7085,-526.0751,200,200,1.000000,0
138,-125.4309,-828.5955,200,200,1.000000,0
139,-124.5821,-399.0306,200,200,1.000000,0
140,-1038.3719,-836.0503,200,200,0.000000,1
141,-129.1009,-514.4846,200,200,1.000000,0
142,-130.4538,-645.7347,200,200,1.000000,0
143,-286.4101,-634.9580,200,200,1.000000,0
144,-259.8209,-836.0921,200,200,1.000000,0
145,-124.8699,-814.6609,200,200,1.000000,0
146,-267.9037,-522.1431,200,200,1.000000,0
147,-1.6267,-778.4306,200,200,1.000000,0
148,-255.6487,-787.7916,200,200,1.000000,0
149,-126.7658,-786.7270,200,200,1.000000,0
150,-126.6344,-949.7193,200,200,1.000000,0
151,-127.1114,-547.7007,200,200,1.000000,0
152,-1.7978,-864.6597,200,200,1.000000,0
153,-124.6192,-777.1169,200,200,1.000000,0
