pair_id,R_tau1,R_tau2,len_tau1,len_tau2,p_tau1_preferred,preferred
0,-2.4305,-660.6133,200,200,1.000000,0
1,-132.0735,-780.8788,200,200,1.000000,0
2,-1048.8030,-530.3442,200,200,0.000000,1
3,-262.9516,-801.6964,200,200,1.000000,0
4,-125.0934,-600.6733,200,200,1.000000,0
5,-497.0472,-780.9256,200,200,1.000000,0
6,-130.2557,-986.9185,200,200,1.000000,0
7,-127.0186,-768.5825,200,200,1.000000,0
8,-130.4650,-392.2758,200,200,1.000000,0
9,-251.8563,-569.8325,200,200,1.000000,0
10,-130.7534,-684.3737,200,200,1.000000,0
11,-136.1441,-1122.1743,200,200,1.000000,0
12,-130.9965,-658.3558,200,200,1.000000,0
13,-1.7488,-391.5179,200,200,1.000000,0
14,-906.6108,-665.4832,200,200,0.000000,1
15,-300.8396,-513.6533,200,200,1.000000,0
16,-259.6023,-519.5978,200,200,1.000000,0
17,-1050.2452,-621.0478,200,200,0.000000,1
18,-126.9104,-879.1048,200,200,1.000000,0
19,-128.0357,-523.4553,200,200,1.000000,0
20,-127.3246,-651.2378,200,200,1.000000,0
21,-2.2375,-391.9125,200,200,1.000000,0
22,-392.9670,-816.1655,200,200,1.000000,0
23,-279.7448,-517.6195,200,200,1.000000,0
24,-132.5561,-796.8890,200,200,1.000000,0
25,-1052.9157,-651.4331,200,200,0.000000,1
26,-261.5723,-775.8921,200,200,1.000000,0
27,-258.1534,-846.0103,200,200,1.000000,0
28,-128.3305,-637.9761,200,200,1.000000,0
29,-124.2581,-642.1869,200,200,1.000000,0
30,-259.4486,-651.7193,200,200,1.000000,0
31,-128.2646,-529.6178,200,200,1.000000,0
32,-124.0839,-536.0366,200,200,1.000000,0
33,-317.6232,-516.9441,200,200,1.000000,0
34,-1.9974,-1003.0632,200,200,1.000000,0
35,-2.5177,-794.7873,200,200,1.000000,0
36,-122.5335,-510.7286,200,200,1.000000,0
37,-124.9746,-640.3358,200,200,1.000000,0
38,-298.3329,-921.3707,200,200,1.000000,0
39,-119.5654,-653.7930,200,200,1.000000,0
40,-260.8744,-861.9604,200,200,1.000000,0
41,-252.0296,-1028.6579,200,200,1.000000,0
42,-246.5674,-776.3548,200,200,1.000000,0
43,-128.0435,-885.2090,200,200,1.000000,0
44,-268.2525,-777.4622,200,200,1.000000,0
45,-444.4523,-767.7860,200,200,1.000000,0
46,-130.5032,-780.1644,200,200,1.000000,0
47,-928.1700,-516.1867,200,200,0.000000,1
48,-127.5700,-865.0945,200,200,1.000000,0
49,-250.1015,-445.3478,200,200,1.000000,0
