pair_id,R_tau1,R_tau2,len_tau1,len_tau2,p_tau1_preferred,preferred
0,-251.8573,-680.0338,200,200,1.000000,0
1,-139.7662,-779.0894,200,200,1.000000,0
2,-129.3589,-669.5842,200,200,1.000000,0
3,-252.8580,-647.0324,200,200,1.000000,0
4,-1.7016,-604.0861,200,200,1.000000,0
5,-124.2327,-657.4794,200,200,1.000000,0
6,-262.2936,-642.7963,200,200,1.000000,0
7,-481.3872,-623.3093,200,200,1.000000,0
8,-123.6755,-896.8788,200,200,1.000000,0
9,-1057.3065,-644.7312,200,200,0.000000,1
10,-126.1024,-643.3129,200,200,1.000000,0
11,-920.7637,-565.7031,200,200,0.000000,1
12,-119.9257,-796.2816,200,200,1.000000,0
13,-244.9525,-640.4422,200,200,1.000000,0
14,-282.9939,-662.4416,200,200,1.000000,0
15,-3.2240,-514.6051,200,200,1.000000,0
16,-258.7669,-813.7219,200,200,1.000000,0
17,-1052.0369,-554.0143,200,200,0.000000,1
18,-298.3734,-524.8248,200,200,1.000000,0
19,-127.8454,-789.5905,200,200,1.000000,0
20,-120.7804,-680.4194,200,200,1.000000,0
21,-133.0655,-915.9400,200,200,1.000000,0
22,-252.3197,-817.1824,200,200,1.000000,0
23,-128.7629,-643.6242,200,200,1.000000,0
24,-248.9392,-783.2033,200,200,1.000000,0
25,-1050.3847,-470.1805,200,200,0.000000,1
26,-252.5553,-797.0123,200,200,1.000000,0
27,-133.3447,-708.7999,200,200,1.000000,0
28,-420.0947,-684.2965,200,200,1.000000,0
29,-262.3383,-646.9778,200,200,1.000000,0
30,-257.4010,-815.2827,200,200,1.000000,0
31,-314.8003,-790.2279,200,200,1.000000,0
32,-249.6563,-513.8188,200,200,1.000000,0
33,-1049.8121,-804.9886,200,200,0.000000,1
34,-286.7705,-653.1018,200,200,1.000000,0
35,-133.1133,-792.0059,200,200,1.000000,0
36,-296.7679,-812.3181,200,200,1.000000,0
37,-2.1467,-641.7859,200,200,1.000000,0
38,-249.8026,-932.5500,200,200,1.000000,0
39,-124.0699,-784.5185,200,200,1.000000,0
40,-265.5177,-645.1262,200,200,1.000000,0
41,-250.3638,-777.8303,200,200,1.000000,0
42,-125.8596,-900.4834,200,200,1.000000,0
43,-130.2279,-762.3600,200,200,1.000000,0
44,-4.1132,-770.7459,200,200,1.000000,0
45,-2.2728,-890.9364,200,200,1.000000,0
46,-2.9352,-790.6562,200,200,1.000000,0
47,-367.7625,-770.4758,200,200,1.000000,0
48,-264.8460,-798.6113,200,200,1.000000,0
49,-130.7811,-647.7007,200,200,1.000000,0
