pair_id,R_tau1,R_tau2,len_tau1,len_tau2,p_tau1_preferred,preferred
0,-1049.5644,-922.5176,200,200,0.000000,1
1,-128.6418,-667.7449,200,200,1.000000,0
2,-131.8043,-648.6434,200,200,1.000000,0
3,-242.3144,-639.6725,200,200,1.000000,0
4,-126.3851,-791.4522,200,200,1.000000,0
5,-126.6112,-738.9846,200,200,1.000000,0
6,-133.5338,-644.3052,200,200,1.000000,0
7,-126.7994,-881.9849,200,200,1.000000,0
8,-125.7517,-866.5769,200,200,1.000000,0
9,-296.1947,-933.1499,200,200,1.000000,0
10,-478.7864,-876.3204,200,200,1.000000,0
11,-955.8030,-528.8956,200,200,0.000000,1
12,-956.7856,-805.6558,200,200,0.000000,1
13,-1.3188,-516.2342,200,200,1.000000,0
14,-126.4285,-655.6273,200,200,1.000000,0
15,-2.2127,-865.2209,200,200,1.000000,0
16,-2.7139,-1003.5682,200,200,1.000000,0
17,-1015.6241,-519.6426,200,200,0.000000,1
18,-649.3011,-921.6477,200,200,1.000000,0
19,-127.9210,-515.1281,200,200,1.000000,0
20,-916.1486,-643.4086,200,200,0.000000,1
21,-779.8474,-646.7497,200,200,0.000000,1
22,-2.0199,-643.7976,200,200,1.000000,0
23,-124.9943,-656.8162,200,200,1.000000,0
24,-127.5387,-544.0281,200,200,1.000000,0
25,-901.9740,-649.8343,200,200,0.000000,1
26,-1053.5595,-516.3392,200,200,0.000000,1
27,-764.0191,-837.5464,200,200,1.000000,0
28,-279.7565,-648.5727,200,200,1.000000,0
29,-245.5951,-515.4666,200,200,1.000000,0
30,-127.9456,-746.5460,200,200,1.000000,0
31,-136.0129,-872.5118,200,200,1.000000,0
32,-952.9359,-646.6208,200,200,0.000000,1
33,-909.0057,-644.9935,200,200,0.000000,1
34,-123.2670,-636.8575,200,200,1.000000,0
35,-247.7476,-662.8936,200,200,1.000000,0
36,-129.0962,-783.7727,200,200,1.000000,0
37,-129.9964,-836.5941,200,200,1.000000,0
38,-124.8242,-666.5027,200,200,1.000000,0
39,-267.1265,-646.5863,200,200,1.000000,0
40,-1.5658,-519.6014,200,200,1.000000,0
41,-256.2291,-639.0305,200,200,1.000000,0
42,-133.2862,-638.7989,200,200,1.000000,0
43,-121.2436,-893.2001,200,200,1.000000,0
44,-1.7071,-868.1960,200,200,1.000000,0
45,-253.8724,-775.4691,200,200,1.000000,0
46,-253.2099,-656.4410,200,200,1.000000,0
47,-2.2438,-576.9565,200,200,1.000000,0
48,-121.5374,-690.0997,200,200,1.000000,0
49,-261.1696,-662.2180,200,200,1.000000,0
50,-122.6063,-639.7416,200,200,1.000000,0
51,-128.9618,-638.2069,200,200,1.000000,0
52,-127.5137,-773.5842,200,200,1.000000,0
53,-924.0610,-971.4186,200,200,1.000000,0
54,-139.0508,-932.1817,200,200,1.000000,0
55,-263.2327,-946.7986,200,200,1.000000,0
56,-439.7449,-520.1421,200,200,1.000000,0
57,-130.2868,-932.3113,200,200,1.000000,0
58,-128.8472,-829.0541,200,200,1.000000,0
59,-129.3555,-871.3549,200,200,1.000000,0
60,-258.2605,-649.4069,200,200,1.000000,0
61,-264.2203,-643.1429,200,200,1.000000,0
62,-129.8965,-972.8382,200,200,1.000000,0
