pair_id,R_tau1,R_tau2,len_tau1,len_tau2,p_tau1_preferred,preferred
0,-123.3469,-949.6096,200,200,1.000000,0
1,-257.8503,-741.3421,200,200,1.000000,0
2,-128.2564,-946.5798,200,200,1.000000,0
3,-2.3642,-909.9566,200,200,1.000000,0
4,-1.7623,-787.4881,200,200,1.000000,0
5,-1031.3081,-655.2979,200,200,0.000000,1
6,-242.5215,-782.2906,200,200,1.000000,0
7,-241.3793,-890.1522,200,200,1.000000,0
8,-792.5252,-640.2608,200,200,0.000000,1
9,-127.0121,-814.2545,200,200,1.000000,0
10,-131.3322,-518.7856,200,200,1.000000,0
11,-129.7977,-525.8073,200,200,1.000000,0
12,-1.5778,-640.1710,200,200,1.000000,0
13,-364.4956,-624.9024,200,200,1.000000,0
14,-267.3749,-519.5546,200,200,1.000000,0
15,-126.4485,-641.7798,200,200,1.000000,0
16,-407.8791,-392.4955,200,200,0.000000,1
17,-1055.0746,-650.2966,200,200,0.000000,1
18,-129.8239,-581.4110,200,200,1.000000,0
19,-127.5811,-879.0214,200,200,1.000000,0
20,-1031.9810,-663.1238,200,200,0.000000,1
21,-926.1948,-819.0904,200,200,0.000000,1
22,-1047.8928,-788.5782,200,200,0.000000,1
23,-1.8768,-524.8225,200,200,1.000000,0
24,-130.5215,-649.8368,200,200,1.000000,0
25,-969.3791,-653.9515,200,200,0.000000,1
26,-133.3128,-788.4212,200,200,1.000000,0
27,-134.8705,-634.8028,200,200,1.000000,0
28,-892.0333,-777.6515,200,200,0.000000,1
29,-262.8545,-516.5218,200,200,1.000000,0
30,-261.3831,-651.6505,200,200,1.000000,0
31,-126.8091,-951.1410,200,200,1.000000,0
32,-943.6798,-517.8025,200,200,0.000000,1
33,-290.2289,-975.6101,200,200,1.000000,0
34,-127.1493,-567.3386,200,200,1.000000,0
35,-1087.9261,-801.0145,200,200,0.000000,1
36,-127.7619,-513.4762,200,200,1.000000,0
37,-131.6782,-653.1915,200,200,1.000000,0
38,-922.3403,-774.3568,200,200,0.000000,1
39,-1046.7712,-635.7089,200,200,0.000000,1
40,-126.4553,-648.9398,200,200,1.000000,0
41,-124.9452,-648.8191,200,200,1.000000,0
42,-124.9046,-757.7055,200,200,1.000000,0
43,-129.4361,-805.3242,200,200,1.000000,0
44,-128.8172,-644.3348,200,200,1.000000,0
45,-256.5316,-512.5201,200,200,1.000000,0
46,-127.2607,-671.6274,200,200,1.000000,0
47,-261.8559,-871.7035,200,200,1.000000,0
48,-137.2013,-647.2147,200,200,1.000000,0
49,-271.3234,-746.6677,200,200,1.000000,0
50,-130.5302,-390.1066,200,200,1.000000,0
51,-367.5452,-657.9717,200,200,1.000000,0
52,-132.3850,-631.1164,200,200,1.000000,0
53,-1.9105,-668.5060,200,200,1.000000,0
54,-126.1086,-644.7116,200,200,1.000000,0
55,-247.8335,-821.3516,200,200,1.000000,0
56,-128.9005,-740.5429,200,200,1.000000,0
57,-394.6093,-776.9888,200,200,1.000000,0
58,-299.7236,-931.4666,200,200,1.000000,0
59,-123.5977,-797.4960,200,200,1.000000,0
60,-332.9567,-766.4924,200,200,1.000000,0
61,-239.8987,-648.2894,200,200,1.000000,0
62,-1053.6296,-651.6893,200,200,0.000000,1
63,-1.9619,-642.3262,200,200,1.000000,0
64,-125.5400,-513.0362,200,200,1.000000,0
65,-254.8837,-838.4435,200,200,1.000000,0
66,-273.8807,-883.5545,200,200,1.000000,0
67,-267.2399,-644.2994,200,200,1.000000,0
68,-3.2230,-1032.5456,200,200,1.000000,0
69,-948.5316,-786.1038,200,200,0.000000,1
70,-261.5215,-784.1145,200,200,1.000000,0
71,-127.6048,-622.0382,200,200,1.000000,0
