pair_id,R_tau1,R_tau2,len_tau1,len_tau2,p_tau1_preferred,preferred
0,94.3787,89.6354,88,707,0.991366,0
1,94.1961,-6.2465,91,999,1.000000,0
2,94.4451,90.0196,87,896,0.988173,0
3,93.6094,-6.8360,100,999,1.000000,0
4,91.2866,89.3183,160,557,0.877429,0
5,91.3665,91.7113,157,691,0.414627,1
6,88.4612,92.3488,193,839,0.020084,1
7,94.5856,92.3469,86,763,0.903665,0
8,93.6150,-6.0284,100,999,1.000000,0
9,93.9939,-1.1351,94,999,1.000000,0
10,94.6020,-1.0978,86,999,1.000000,0
11,94.5331,-4.0919,86,999,1.000000,0
12,91.4122,-1.5503,157,999,1.000000,0
13,94.5924,-1.9715,87,999,1.000000,0
14,94.4466,92.0214,87,688,0.918734,0
15,94.5998,-4.7087,86,999,1.000000,0
16,93.8641,92.1756,96,805,0.844030,0
17,94.3160,91.5113,89,693,0.942930,0
18,94.6301,90.6535,86,892,0.981595,0
19,90.2666,-7.9321,167,999,1.000000,0
20,91.5895,89.4797,157,861,0.891851,0
21,94.1957,-1.1079,91,999,1.000000,0
22,93.9340,-1.4005,95,999,1.000000,0
23,93.6854,-1.4361,99,999,1.000000,0
24,94.1358,92.1333,92,687,0.881063,0
25,94.5945,-1.2767,86,999,1.000000,0
26,93.8735,-1.1078,96,999,1.000000,0
27,91.2404,-1.1264,158,999,1.000000,0
28,94.4449,-1.2000,87,999,1.000000,0
29,91.5128,90.5474,157,855,0.724203,1
30,94.5603,91.8113,86,690,0.939853,0
31,91.5662,-1.4854,157,999,1.000000,0
32,91.4904,91.9021,158,613,0.398522,0
33,94.4483,-1.1031,87,999,1.000000,0
34,90.5557,91.3981,160,618,0.301030,0
35,94.6509,-6.6851,86,999,1.000000,0
36,90.9101,91.5591,158,540,0.343213,1
37,94.6472,-1.2108,86,999,1.000000,0
38,91.5179,91.0369,157,888,0.617991,0
39,94.5783,90.7882,86,548,0.977905,0
40,94.5328,92.3027,86,456,0.902921,0
41,94.6495,-2.9984,86,999,1.000000,0
42,91.5603,87.9785,157,645,0.972928,0
43,94.5441,92.3198,86,839,0.902409,0
44,93.9287,-3.0847,95,999,1.000000,0
45,91.5799,-3.9234,157,999,1.000000,0
46,90.6768,90.9326,159,699,0.436387,0
47,94.3872,92.1707,88,763,0.901719,0
48,93.9369,92.0815,95,541,0.864761,0
49,90.6778,-1.1030,159,999,1.000000,0
