pair_id,R_tau1,R_tau2,len_tau1,len_tau2,p_tau1_preferred,preferred
0,94.4445,-1.1148,87,999,1.000000,0
1,91.5089,92.4959,158,608,0.271501,1
2,94.5525,92.4439,86,532,0.891739,0
3,94.1311,92.3627,92,802,0.854262,0
4,91.5054,91.5161,157,997,0.497330,1
5,90.4886,91.3166,161,771,0.304067,1
6,91.5871,-1.1267,157,999,1.000000,0
7,90.9041,92.2228,158,610,0.211029,1
8,93.8075,91.3002,97,619,0.924652,0
9,94.3150,92.7783,89,453,0.822996,0
10,94.0033,92.2768,94,686,0.848960,0
11,91.5899,91.9709,157,466,0.405905,0
12,91.5934,-3.3161,157,999,1.000000,0
13,94.6392,-1.0967,86,999,1.000000,0
14,93.5006,-1.1803,102,999,1.000000,0
15,94.2585,91.4980,90,617,0.940503,0
16,94.3164,90.9299,89,699,0.967281,0
17,94.5877,-1.2668,87,999,1.000000,0
18,91.4717,92.4621,157,685,0.270842,1
19,94.4466,90.4538,87,704,0.981888,0
20,93.8722,92.2150,96,801,0.839855,1
21,94.5314,91.6193,86,844,0.948442,0
22,94.2663,87.4130,90,651,0.998945,0
23,94.5590,-1.2425,86,999,1.000000,0
24,94.1285,-7.5811,92,999,1.000000,0
25,93.9900,90.8440,94,890,0.958749,0
26,94.3228,87.6182,89,649,0.998776,0
27,94.5686,-1.2208,86,999,1.000000,0
28,94.3814,92.3604,88,609,0.882981,0
29,94.1858,92.2348,91,539,0.875557,0
30,94.3773,92.3391,88,609,0.884755,0
31,93.6848,92.6065,99,608,0.746166,0
32,91.4210,-1.2175,157,999,1.000000,0
33,94.5621,92.1677,86,534,0.916399,0
34,94.0570,91.7196,93,469,0.911927,0
35,94.1924,-8.4412,91,999,1.000000,0
36,92.0376,91.5800,126,463,0.612439,0
37,93.5031,-1.1001,102,999,1.000000,0
38,94.3836,-1.2896,88,999,1.000000,0
39,91.5054,-4.2965,158,999,1.000000,0
40,94.4448,91.3097,87,999,0.958317,0
41,91.5909,-1.1607,157,999,1.000000,0
42,94.6277,91.1387,86,552,0.970374,0
43,94.4456,92.1931,87,801,0.904866,0
44,91.4626,91.4226,157,884,0.510001,1
45,91.2069,-8.7494,158,999,1.000000,0
46,93.7990,-2.8693,97,999,1.000000,0
47,94.2493,-4.8884,90,999,1.000000,0
48,89.7560,92.0702,176,958,0.089962,1
49,94.3166,91.8810,89,460,0.919502,0
50,91.5920,-1.0959,157,999,1.000000,0
51,91.5473,-2.9143,157,999,1.000000,0
52,91.2792,91.7967,158,614,0.373440,0
53,91.5905,85.6355,157,936,0.997414,0
54,93.8000,92.2085,97,691,0.830833,0
55,91.5072,92.0336,158,845,0.371340,1
56,91.5762,-1.1032,157,999,1.000000,0
57,94.3148,-1.0935,89,999,1.000000,0
58,91.5152,90.8337,157,700,0.664056,1
59,94.0020,90.6461,94,854,0.966300,0
60,94.2643,-1.2075,90,999,1.000000,0
61,91.0534,-1.3926,158,999,1.000000,0
62,94.1893,90.3567,91,933,0.978806,0
63,93.6772,89.7973,99,897,0.979764,0
64,93.9923,-1.1229,94,999,1.000000,0
65,94.3200,92.8210,89,454,0.817420,0
66,94.5295,-3.8567,86,999,1.000000,0
67,94.4456,-1.0948,87,999,1.000000,0
68,91.5416,-1.8429,157,999,1.000000,0
69,94.5655,92.6951,86,531,0.866509,0
70,94.3721,92.0576,88,993,0.910074,0
71,94.0688,91.8992,93,613,0.897490,0
72,94.4491,90.6989,87,557,0.977027,0
73,94.5577,91.7198,86,767,0.944687,0
74,90.8986,87.4648,158,955,0.968742,1
75,94.5347,-1.1545,86,999,1.000000,0
76,94.4516,-1.1083,87,999,1.000000,0
77,94.3770,92.4256,88,762,0.875599,0
78,93.8073,92.5516,97,454,0.778293,0
79,93.6766,87.8426,99,570,0.997082,0
80,94.1912,88.8072,91,882,0.995432,0
81,91.1265,92.5571,158,454,0.193004,1
82,91.3965,91.4623,159,541,0.483541,0
83,94.5533,91.7203,86,767,0.944435,0
84,94.5454,-4.0644,86,999,1.000000,0
85,91.5919,92.7387,157,453,0.241068,1
86,94.2559,92.2033,90,801,0.886211,0
87,94.4456,92.1739,87,956,0.906500,0
88,91.3744,92.7361,159,456,0.203952,0
89,91.3601,86.5601,157,888,0.991837,0
90,94.6453,-4.1165,86,999,1.000000,0
91,90.8270,-9.4507,158,999,1.000000,0
92,94.3889,91.3171,88,771,0.955712,0
93,91.2284,92.0250,161,955,0.310759,1
94,91.4073,-1.0989,159,999,1.000000,0
