pair_id,R_tau1,R_tau2,len_tau1,len_tau2,p_tau1_preferred,preferred
0,94.6315,90.4542,86,704,0.984891,0
1,91.3074,-1.1136,160,999,1.000000,0
2,91.5843,-1.1028,157,999,1.000000,0
3,94.3222,-1.1879,89,999,1.000000,0
4,94.5760,83.6734,87,919,0.999982,0
5,91.5740,-1.2048,157,999,1.000000,0
6,94.4469,90.3444,87,789,0.983736,0
7,94.3229,86.3360,89,662,0.999660,0
8,94.3142,-7.7753,89,999,1.000000,0
9,94.4488,91.0307,87,774,0.968263,1
10,91.5360,92.2808,157,840,0.321944,1
11,94.6161,-1.3012,86,999,1.000000,0
12,91.5930,91.9257,157,689,0.417590,0
13,94.6280,91.3115,86,695,0.964991,0
14,94.5623,91.7384,86,919,0.943954,0
15,94.0691,90.0825,93,935,0.981776,0
16,94.6289,92.5840,86,534,0.885425,0
17,94.3874,92.5724,88,454,0.859955,0
18,94.2628,92.1967,90,457,0.887557,0
19,93.6176,-1.2390,100,999,1.000000,0
20,93.1852,92.5671,108,610,0.649803,0
21,94.1908,-1.5984,91,999,1.000000,0
22,94.5515,-1.3518,86,999,1.000000,0
23,94.5415,-4.4149,86,999,1.000000,0
24,93.6877,91.2185,99,962,0.921950,0
25,94.4457,89.4558,87,785,0.993240,0
26,94.4462,92.3399,87,689,0.891509,0
27,94.6158,91.9666,86,536,0.933959,1
28,94.1250,92.2388,92,842,0.868321,0
29,91.4879,89.9426,158,705,0.824225,1
30,94.4446,92.5973,87,609,0.863807,0
31,91.2222,91.4214,161,846,0.450370,0
32,91.5504,-1.4738,157,999,1.000000,0
33,94.1882,90.7284,91,625,0.969525,0
34,94.2512,-8.7235,90,999,1.000000,0
35,90.5610,92.7576,160,453,0.100052,1
36,91.5036,-1.1708,158,999,1.000000,0
37,91.3968,92.5715,157,454,0.236019,1
38,94.2600,-1.1192,90,999,1.000000,0
39,93.9280,90.8843,95,631,0.954511,0
40,94.1343,92.2823,92,878,0.864359,0
41,91.5772,92.6585,157,531,0.253249,1
42,91.3707,-7.0745,157,999,1.000000,0
43,94.5532,90.5370,86,627,0.982298,0
44,94.4448,-3.6109,87,999,1.000000,0
45,94.2488,-1.4063,90,999,1.000000,0
46,94.4458,-1.0958,87,999,1.000000,0
47,94.6281,89.3249,86,938,0.995049,0
48,94.5970,92.4455,87,460,0.895811,0
49,94.3880,92.7520,88,455,0.836998,0
