pair_id,R_tau1,R_tau2,len_tau1,len_tau2,p_tau1_preferred,preferred
0,94.3262,92.5604,89,609,0.853927,0
1,94.5603,88.6410,86,906,0.997320,0
2,94.5305,92.5851,86,458,0.874952,0
3,91.4845,-8.7288,158,999,1.000000,0
4,94.2012,92.3428,91,609,0.865117,0
5,94.5919,-7.4743,86,999,1.000000,0
6,94.3833,91.8430,88,994,0.926919,0
7,94.6425,-8.7160,86,999,1.000000,0
8,94.4505,91.8125,87,690,0.933264,0
9,91.2395,92.6320,158,533,0.199010,1
10,91.5795,89.8134,157,553,0.853975,0
11,90.6990,89.2819,159,939,0.804886,1
12,94.5930,-1.1241,86,999,1.000000,0
13,94.5927,90.2825,87,550,0.986747,0
14,93.8089,-1.9524,97,999,1.000000,0
15,94.2536,-7.7252,90,999,1.000000,0
16,94.5731,-1.0988,87,999,1.000000,0
17,91.0333,-1.2030,158,999,1.000000,0
18,94.4446,91.7279,87,919,0.938004,0
19,90.5542,-1.3450,160,999,1.000000,0
20,94.6397,90.2349,86,704,0.987929,0
21,94.6230,-1.7627,86,999,1.000000,0
22,92.7722,-1.0951,115,999,1.000000,0
23,90.7043,92.2687,159,839,0.173009,1
24,94.4451,92.5305,87,459,0.871531,0
25,91.5138,-1.5686,157,999,1.000000,0
26,93.9958,92.0894,94,458,0.870618,0
27,93.6805,90.9273,99,927,0.940094,1
28,92.8904,-1.4228,113,999,1.000000,0
29,91.3730,92.7466,157,454,0.202029,1
30,94.4490,89.9793,87,858,0.988679,0
31,91.4735,-1.1817,158,999,1.000000,0
32,94.5642,91.0225,86,926,0.971851,0
33,91.5126,-4.4773,158,999,1.000000,0
34,94.4454,-8.7172,87,999,1.000000,0
35,94.5453,-1.2867,86,999,1.000000,0
36,94.5865,-3.7867,87,999,1.000000,0
37,94.4529,85.0865,87,619,0.999914,0
38,90.9013,91.3960,158,618,0.378800,1
39,91.0879,92.5880,158,534,0.182411,1
40,94.1944,-1.1045,91,999,1.000000,0
41,93.4996,92.7775,102,453,0.673074,1
42,91.1784,92.4270,158,532,0.222930,1
43,94.5978,91.0756,87,545,0.971311,0
44,94.0034,-3.3173,94,999,1.000000,0
45,94.6382,88.1684,86,567,0.998453,0
46,94.4466,91.4173,87,922,0.953884,0
47,94.3199,-1.1385,89,999,1.000000,0
48,91.2892,-1.7221,160,999,1.000000,0
49,94.5763,92.1500,87,881,0.918810,0
50,91.3850,92.5458,159,531,0.238521,1
51,91.4130,-4.0795,157,999,1.000000,0
52,94.5782,90.9364,87,972,0.974465,0
53,93.7960,90.1783,97,897,0.973857,0
54,94.4499,92.1393,87,687,0.909753,1
55,93.9255,92.1174,95,878,0.859122,0
56,94.0663,92.2032,93,457,0.865662,0
57,94.5507,91.4090,86,694,0.958580,0
58,91.2818,-1.1577,158,999,1.000000,0
59,94.5302,-13.6859,86,999,1.000000,0
60,94.5473,-2.8019,86,999,1.000000,0
61,91.2760,-4.4396,158,999,1.000000,0
62,94.4447,-1.1483,87,999,1.000000,0
63,91.5863,91.9636,157,536,0.406781,0
64,94.5293,91.7612,86,538,0.940925,0
65,91.2972,91.8758,160,994,0.359248,1
66,91.4851,91.5955,158,616,0.472442,1
67,91.1934,-6.4748,158,999,1.000000,0
68,94.3204,91.2128,89,855,0.957204,0
69,94.4471,92.1136,87,993,0.911610,0
70,91.5170,86.9989,158,655,0.989208,0
71,91.5562,92.2774,157,533,0.327138,1
72,94.5989,92.6592,86,457,0.874321,0
73,94.4457,-6.7901,87,999,1.000000,0
74,94.5708,91.9649,86,917,0.931239,0
75,94.5364,-3.3421,86,999,1.000000,0
76,94.4463,91.8118,87,690,0.933047,0
77,90.6323,92.4432,159,455,0.140531,1
