pair_id,R_tau1,R_tau2,len_tau1,len_tau2,p_tau1_preferred,preferred
0,93.0682,91.6127,110,768,0.810857,0
1,94.3769,91.2208,88,772,0.959148,0
2,90.4031,-3.7144,164,999,1.000000,0
3,91.5888,-6.3693,157,999,1.000000,0
4,94.3786,91.4008,88,618,0.951565,0
5,91.4072,-2.7796,159,999,1.000000,0
6,91.5903,-2.5109,157,999,1.000000,0
7,94.5975,89.3141,86,710,0.994951,0
8,91.5739,89.8609,157,897,0.847227,0
9,91.1509,-1.3236,158,999,1.000000,0
10,94.6260,-3.0563,86,999,1.000000,0
11,94.4469,-1.1488,87,999,1.000000,0
12,91.4091,-4.5167,157,999,1.000000,0
13,91.5111,-1.1102,157,999,1.000000,0
14,90.4634,88.1745,162,720,0.907949,0
15,94.3830,92.6531,88,532,0.849390,1
16,94.4473,-4.1698,87,999,1.000000,0
17,94.1241,-1.1130,92,999,1.000000,0
18,94.5295,91.8592,86,956,0.935247,0
19,94.3899,-1.4565,88,999,1.000000,0
20,91.2118,92.4106,161,455,0.231695,1
21,94.5857,92.2285,87,917,0.913510,1
22,93.7337,92.4508,98,536,0.782930,0
23,94.4459,91.6920,87,615,0.940134,0
24,93.7973,87.8409,97,989,0.997418,0
25,94.3874,91.9606,88,803,0.918846,0
26,94.4458,92.7087,87,454,0.850322,0
27,93.2409,90.1739,107,859,0.955514,0
28,94.4474,88.4567,87,793,0.997504,0
29,93.6691,91.8991,99,771,0.854458,0
30,94.3736,91.8864,88,460,0.923239,0
31,93.6831,91.9531,99,884,0.849416,0
32,91.3596,88.5152,157,869,0.945030,0
33,94.5532,-4.5369,86,999,1.000000,0
34,94.4501,90.0735,87,896,0.987587,0
35,90.9665,92.3433,158,689,0.201535,1
36,94.5892,91.2190,87,848,0.966759,0
37,90.5537,91.8385,160,842,0.216732,1
38,91.1744,90.8761,158,555,0.574030,0
39,93.6240,92.5623,100,610,0.743019,0
40,94.2542,-1.6204,90,999,1.000000,0
41,94.3829,-3.6517,88,999,1.000000,0
42,94.1342,91.8765,92,847,0.905313,1
43,94.4461,88.6743,87,715,0.996896,0
44,94.5733,-1.2937,86,999,1.000000,0
45,94.1931,92.1974,91,801,0.880348,0
46,93.6754,-1.2469,99,999,1.000000,0
47,94.2654,91.8476,90,880,0.918174,0
48,93.6783,-1.1050,99,999,1.000000,0
49,94.1276,-1.1568,92,999,1.000000,0
