pair_id,R_tau1,R_tau2,len_tau1,len_tau2,p_tau1_preferred,preferred
0,-275.5923,-704.0997,200,200,1.000000,0
1,-2.0568,-692.8687,200,200,1.000000,0
2,-131.1778,-1025.6911,200,200,1.000000,0
3,-916.3446,-804.0916,200,200,0.000000,1
4,-129.1133,-788.0792,200,200,1.000000,0
5,-125.5565,-805.4500,200,200,1.000000,0
6,-1051.3719,-815.6929,200,200,0.000000,1
7,-1102.4066,-636.4072,200,200,0.000000,1
8,-406.9632,-539.8974,200,200,1.000000,0
9,-237.3322,-534.2764,200,200,1.000000,0
10,-995.2237,-791.5362,200,200,0.000000,1
11,-274.7017,-641.8365,200,200,1.000000,0
12,-128.5430,-651.4804,200,200,1.000000,0
13,-126.8872,-890.5682,200,200,1.000000,0
14,-901.7121,-688.1831,200,200,0.000000,1
15,-398.1158,-495.8650,200,200,1.000000,0
16,-125.4727,-921.4896,200,200,1.000000,0
17,-1.8664,-649.2862,200,200,1.000000,0
18,-123.3165,-644.9659,200,200,1.000000,0
19,-249.1181,-641.8414,200,200,1.000000,0
20,-128.8837,-801.7221,200,200,1.000000,0
21,-133.6037,-647.4246,200,200,1.000000,0
22,-266.1846,-772.7821,200,200,1.000000,0
23,-248.5170,-786.5936,200,200,1.000000,0
24,-249.3374,-648.1457,200,200,1.000000,0
25,-1.7958,-801.3160,200,200,1.000000,0
26,-299.7794,-963.3946,200,200,1.000000,0
27,-268.4711,-672.7021,200,200,1.000000,0
28,-255.5882,-805.0386,200,200,1.000000,0
29,-1.5586,-936.7819,200,200,1.000000,0
30,-262.6168,-981.3103,200,200,1.000000,0
31,-126.0734,-792.9802,200,200,1.000000,0
32,-127.5459,-569.1253,200,200,1.000000,0
33,-130.3216,-819.7580,200,200,1.000000,0
34,-130.4288,-753.7056,200,200,1.000000,0
35,-4.0256,-647.0205,200,200,1.000000,0
36,-135.9029,-639.3474,200,200,1.000000,0
37,-516.8921,-680.1138,200,200,1.000000,0
38,-130.1974,-921.0096,200,200,1.000000,0
39,-129.0364,-646.9422,200,200,1.000000,0
40,-122.7384,-791.5883,200,200,1.000000,0
41,-138.3493,-722.5185,200,200,1.000000,0
42,-134.0928,-519.8870,200,200,1.000000,0
43,-131.1872,-772.9707,200,200,1.000000,0
44,-1.6690,-1161.6944,200,200,1.000000,0
45,-124.0993,-517.4541,200,200,1.000000,0
46,-124.2081,-648.4442,200,200,1.000000,0
47,-935.7444,-776.8243,200,200,0.000000,1
48,-129.8395,-390.9509,200,200,1.000000,0
49,-321.7920,-661.5818,200,200,1.000000,0
50,-1.6096,-765.0462,200,200,1.000000,0
51,-129.5903,-645.1086,200,200,1.000000,0
52,-137.3432,-1016.7420,200,200,1.000000,0
53,-131.0281,-524.1976,200,200,1.000000,0
54,-257.3847,-639.9606,200,200,1.000000,0
55,-1050.7039,-822.2910,200,200,0.000000,1
56,-2.5971,-932.4441,200,200,1.000000,0
57,-1.4588,-765.7559,200,200,1.000000,0
58,-253.3390,-920.3272,200,200,1.000000,0
59,-1.6452,-719.5681,200,200,1.000000,0
60,-260.1408,-613.1419,200,200,1.000000,0
61,-129.8023,-650.4978,200,200,1.000000,0
62,-282.8052,-746.1023,200,200,1.000000,0
63,-1043.5165,-530.2232,200,200,0.000000,1
64,-5.5491,-909.7426,200,200,1.000000,0
