pair_id,R_tau1,R_tau2,len_tau1,len_tau2,p_tau1_preferred,preferred
0,-126.4690,-522.6936,200,200,1.000000,0
1,-322.7242,-648.6218,200,200,1.000000,0
2,-368.8465,-531.8324,200,200,1.000000,0
3,-921.4001,-742.5929,200,200,0.000000,1
4,-239.9753,-828.4762,200,200,1.000000,0
5,-1043.1782,-514.7334,200,200,0.000000,1
6,-363.4009,-754.3903,200,200,1.000000,0
7,-1048.4888,-635.3031,200,200,0.000000,1
8,-267.3704,-640.9320,200,200,1.000000,0
9,-1.5401,-784.6896,200,200,1.000000,0
10,-243.7319,-516.0192,200,200,1.000000,0
11,-318.7625,-790.2467,200,200,1.000000,0
12,-268.6725,-802.6700,200,200,1.000000,0
13,-2.3367,-519.3747,200,200,1.000000,0
14,-248.3699,-633.3652,200,200,1.000000,0
15,-279.0441,-513.4370,200,200,1.000000,0
16,-2.1078,-939.8399,200,200,1.000000,0
17,-254.7778,-646.1750,200,200,1.000000,0
18,-318.4828,-814.1933,200,200,1.000000,0
19,-1.9999,-646.2949,200,200,1.000000,0
20,-469.9196,-681.9649,200,200,1.000000,0
21,-371.1237,-1045.3183,200,200,1.000000,0
22,-241.2488,-665.3328,200,200,1.000000,0
23,-129.1866,-719.8375,200,200,1.000000,0
24,-244.7673,-775.0039,200,200,1.000000,0
25,-2.2124,-651.4173,200,200,1.000000,0
26,-915.6985,-663.2771,200,200,0.000000,1
27,-800.5751,-806.1528,200,200,0.996233,0
28,-133.2225,-942.2972,200,200,1.000000,0
29,-258.7912,-802.4045,200,200,1.000000,0
30,-247.3100,-794.7180,200,200,1.000000,0
31,-130.0298,-1004.3083,200,200,1.000000,0
32,-131.6988,-1485.3058,200,200,1.000000,0
33,-269.2060,-752.9651,200,200,1.000000,0
34,-2.1426,-640.0301,200,200,1.000000,0
35,-256.5556,-646.4272,200,200,1.000000,0
36,-126.6890,-525.7603,200,200,1.000000,0
37,-122.7289,-640.9754,200,200,1.000000,0
38,-267.9408,-773.8334,200,200,1.000000,0
39,-253.6942,-645.0518,200,200,1.000000,0
40,-1.8108,-775.2450,200,200,1.000000,0
41,-130.7086,-770.2241,200,200,1.000000,0
