pair_id,R_tau1,R_tau2,len_tau1,len_tau2,p_tau1_preferred,preferred
0,-1021.7020,-678.0951,200,200,0.000000,1
1,-121.1548,-781.9040,200,200,1.000000,0
2,-388.9356,-939.8736,200,200,1.000000,0
3,-393.7786,-658.1286,200,200,1.000000,0
4,-131.9418,-718.3711,200,200,1.000000,0
5,-129.5536,-642.9489,200,200,1.000000,0
6,-1.4308,-645.5568,200,200,1.000000,0
7,-128.9938,-1034.4437,200,200,1.000000,0
8,-127.0647,-829.4177,200,200,1.000000,0
9,-908.2565,-512.5540,200,200,0.000000,1
10,-1061.1259,-934.5842,200,200,0.000000,1
11,-122.3056,-823.5905,200,200,1.000000,0
12,-243.4339,-818.2262,200,200,1.000000,0
13,-127.6879,-820.6014,200,200,1.000000,0
14,-900.3988,-800.2126,200,200,0.000000,1
15,-1.8823,-666.2724,200,200,1.000000,0
16,-260.4049,-933.8966,200,200,1.000000,0
17,-1027.7259,-947.7551,200,200,0.000000,1
18,-126.0943,-796.3327,200,200,1.000000,0
19,-123.6449,-774.9286,200,200,1.000000,0
20,-3.2556,-649.9031,200,200,1.000000,0
21,-130.3435,-786.6011,200,200,1.000000,0
22,-122.3188,-759.3411,200,200,1.000000,0
23,-129.2064,-923.2403,200,200,1.000000,0
24,-130.4550,-809.4453,200,200,1.000000,0
25,-1050.2120,-440.1329,200,200,0.000000,1
26,-127.8570,-935.4813,200,200,1.000000,0
27,-130.2527,-768.7857,200,200,1.000000,0
28,-253.9876,-645.5325,200,200,1.000000,0
29,-126.8423,-633.1480,200,200,1.000000,0
30,-259.9359,-831.5485,200,200,1.000000,0
31,-132.4728,-518.6301,200,200,1.000000,0
32,-267.8280,-435.7327,200,200,1.000000,0
33,-271.9647,-800.1609,200,200,1.000000,0
34,-1037.3955,-625.2032,200,200,0.000000,1
35,-127.5835,-520.6189,200,200,1.000000,0
36,-125.7763,-640.6930,200,200,1.000000,0
37,-124.1205,-835.1063,200,200,1.000000,0
38,-125.2498,-857.5126,200,200,1.000000,0
39,-129.0476,-653.8229,200,200,1.000000,0
40,-1.5930,-1032.8236,200,200,1.000000,0
41,-238.8463,-641.1618,200,200,1.000000,0
42,-273.9523,-513.0139,200,200,1.000000,0
43,-127.2254,-646.4228,200,200,1.000000,0
44,-125.7962,-657.4029,200,200,1.000000,0
45,-127.9023,-813.5357,200,200,1.000000,0
46,-370.2352,-520.1008,200,200,1.000000,0
47,-936.4302,-516.0360,200,200,0.000000,1
48,-135.2860,-772.6048,200,200,1.000000,0
49,-269.7435,-785.9475,200,200,1.000000,0
