pair_id,R_tau1,R_tau2,len_tau1,len_tau2,p_tau1_preferred,preferred
0,90.7086,92.5277,159,459,0.139540,1
1,91.1553,92.4836,158,687,0.209432,1
2,94.3284,-1.5845,89,999,1.000000,0
3,94.3801,92.3295,88,762,0.886005,0
4,94.5646,90.1712,86,639,0.987791,0
5,91.5271,91.6215,158,996,0.476412,1
6,91.5923,-3.9163,157,999,1.000000,0
7,94.4449,91.9745,87,993,0.922041,0
8,94.0593,92.7783,93,453,0.782626,0
9,93.9288,91.2708,95,543,0.934504,0
10,94.3175,-1.5426,89,999,1.000000,0
11,94.0628,-6.1669,93,999,1.000000,0
12,94.1895,87.8305,91,570,0.998272,0
13,90.9952,88.3839,158,908,0.931589,0
14,91.2805,92.7590,158,453,0.185656,0
15,94.5591,91.5205,86,959,0.954289,0
16,94.4456,-1.6936,87,999,1.000000,0
17,91.2753,-1.2919,158,999,1.000000,0
18,94.4473,91.7838,87,461,0.934840,1
19,91.4598,-1.7759,157,999,1.000000,0
20,94.5591,-4.0932,86,999,1.000000,0
21,94.4459,-1.1130,87,999,1.000000,0
22,91.4875,90.8384,158,776,0.656816,0
23,91.3586,91.7163,157,849,0.411511,1
24,94.5481,-1.1593,86,999,1.000000,0
25,94.4477,-1.2289,87,999,1.000000,0
26,91.4665,-1.2395,157,999,1.000000,0
27,94.5823,92.2822,86,686,0.908885,0
28,93.7456,90.6943,98,549,0.954837,0
29,90.4880,91.6550,161,539,0.237409,0
30,93.8731,91.5776,96,699,0.908505,1
31,91.4993,-1.9070,158,999,1.000000,0
32,94.3173,92.6598,89,533,0.839901,0
33,90.4949,92.0919,161,995,0.168402,1
34,91.5917,89.8915,157,629,0.845568,0
35,94.5937,89.5253,87,899,0.993747,0
36,94.3237,92.3100,89,456,0.882229,0
37,94.5892,92.7958,86,454,0.857344,0
38,94.3884,91.6459,88,774,0.939489,1
39,94.3136,91.2170,89,696,0.956750,0
40,94.5426,92.7239,86,453,0.860417,0
41,91.3204,91.2235,160,848,0.524201,1
42,94.4445,-4.1504,87,999,1.000000,0
43,93.9296,92.1656,95,918,0.853709,0
44,94.4482,-1.1532,87,999,1.000000,0
45,91.5698,92.2967,157,462,0.325872,0
46,91.5919,92.0906,157,458,0.377848,1
47,94.5296,92.0828,86,458,0.920322,0
48,94.5330,-1.4879,86,999,1.000000,0
49,94.6128,-1.9092,86,999,1.000000,0
50,94.1253,92.3832,92,609,0.850955,0
51,94.6437,90.5473,86,969,0.983640,0
52,91.2906,90.8761,160,555,0.602167,0
53,91.5378,92.5952,157,534,0.257805,0
54,94.6529,92.2785,86,686,0.914858,0
55,94.1961,91.3987,91,618,0.942535,0
56,94.5841,-1.1383,86,999,1.000000,0
57,91.5832,92.4435,157,460,0.297264,1
58,94.5704,92.6869,86,531,0.868014,1
59,90.9777,-1.0962,158,999,1.000000,0
60,93.9290,-1.3241,95,999,1.000000,0
61,90.6792,-8.0034,159,999,1.000000,0
62,94.5516,91.8870,86,460,0.934908,0
63,94.2513,-11.0762,90,999,1.000000,0
64,94.1247,91.1112,92,621,0.953180,0
65,94.0577,91.8355,93,842,0.902228,0
66,90.5034,92.1511,161,687,0.161415,1
67,94.1947,92.3795,91,802,0.859987,0
68,91.3618,89.6305,157,898,0.849578,0
69,94.4447,-5.7686,87,999,1.000000,0
