pair_id,R_tau1,R_tau2,len_tau1,len_tau2,p_tau1_preferred,preferred
0,94.5486,92.2671,86,686,0.907334,0
1,94.4446,89.5829,87,784,0.992323,0
2,94.5736,-8.6953,87,999,1.000000,0
3,91.5930,91.4144,157,770,0.544514,1
4,94.4513,89.8520,87,897,0.990042,0
5,94.3926,-9.4426,88,999,1.000000,0
6,94.4462,92.2468,87,801,0.900198,0
7,90.9717,89.6401,158,898,0.791095,0
8,94.4462,-1.1119,87,999,1.000000,0
9,91.2146,-8.7210,158,999,1.000000,0
10,94.4446,91.9158,87,619,0.926137,0
11,94.5465,89.7673,86,553,0.991667,0
12,94.3180,89.4886,89,861,0.992072,0
13,90.6895,-5.4894,159,999,1.000000,0
14,94.5913,92.3717,86,613,0.901990,0
15,91.5116,-1.1053,158,999,1.000000,0
16,94.3175,87.6103,89,801,0.998779,0
17,94.4454,91.8635,87,956,0.929691,0
18,94.1243,-1.9269,92,999,1.000000,0
19,94.3274,-4.5466,89,999,1.000000,0
20,94.1308,92.3143,92,456,0.860153,0
21,94.6248,92.3261,86,802,0.908771,0
22,94.2500,92.7082,90,454,0.823735,0
23,94.6399,-2.0290,86,999,1.000000,0
24,94.4456,89.4093,87,976,0.993544,0
25,91.5905,-1.3878,157,999,1.000000,0
26,94.4449,92.5329,87,535,0.871250,0
27,93.2382,-1.1013,107,999,1.000000,0
28,94.4457,92.0628,87,764,0.915515,0
29,94.6471,-6.0803,86,999,1.000000,0
30,94.0580,-1.5077,93,999,1.000000,0
31,94.1320,89.4995,92,555,0.990363,0
32,94.6167,-1.1003,86,999,1.000000,0
33,94.5362,-1.2149,86,999,1.000000,0
34,92.6525,-5.1401,117,999,1.000000,0
35,91.5729,91.4594,157,541,0.528349,1
36,94.6389,90.1588,86,859,0.988795,0
37,94.6459,91.9909,86,694,0.934318,0
38,90.5547,92.5202,160,608,0.122881,1
39,91.4337,91.7783,157,461,0.414683,1
40,91.4264,92.6042,157,608,0.235450,0
41,94.3837,92.1995,88,457,0.898829,0
42,93.1316,91.8449,109,804,0.783582,1
43,91.0504,91.0260,158,850,0.506099,1
44,94.1302,91.4227,92,960,0.937465,0
45,94.5800,92.0636,86,535,0.925282,0
46,94.4495,92.4270,87,762,0.883139,1
47,91.5931,89.8246,157,782,0.854278,1
48,94.1982,-1.1204,91,999,1.000000,0
49,91.4223,91.7050,159,691,0.429786,1
50,94.5784,91.9824,86,959,0.930609,0
51,91.3989,90.0098,159,896,0.800453,0
52,91.5931,91.9566,157,536,0.410094,0
53,94.5320,-1.0982,86,999,1.000000,0
54,90.6916,90.6457,159,854,0.511487,1
55,94.5630,90.5474,86,931,0.982288,0
56,94.5670,-1.1869,86,999,1.000000,0
57,91.5649,86.4967,157,584,0.993746,0
58,93.8686,89.5677,96,555,0.986625,0
59,94.5667,87.8170,86,875,0.998830,0
60,94.5648,90.4612,86,549,0.983756,0
61,91.4127,91.0303,157,850,0.594452,0
62,94.5559,92.5974,86,531,0.876375,0
63,91.5768,-1.1328,157,999,1.000000,0
64,94.5766,92.5841,86,608,0.880007,1
65,91.0524,92.0005,158,618,0.279269,1
66,90.9546,92.3058,158,686,0.205663,1
67,91.2894,90.0034,160,705,0.783453,1
68,94.2571,92.3858,90,609,0.866608,0
69,94.4495,92.7839,87,455,0.840984,0
70,94.5883,91.1238,86,849,0.969660,0
71,94.3294,92.2976,89,533,0.884095,0
72,94.4517,-5.0387,87,999,1.000000,0
73,94.3205,-1.1728,89,999,1.000000,0
74,91.2300,-1.2403,161,999,1.000000,0
75,94.4447,92.1487,87,916,0.908545,1
76,94.3733,-1.1173,88,999,1.000000,0
77,94.5362,92.6783,86,531,0.865054,0
78,94.6503,92.2188,86,691,0.919201,0
79,94.5709,91.2669,86,543,0.964566,0
80,94.5336,92.1882,86,917,0.912569,1
81,91.5849,89.1495,157,635,0.919493,0
82,94.1967,92.4373,91,686,0.853128,0
83,94.5766,-8.1622,87,999,1.000000,0
84,94.6400,91.6907,86,615,0.950231,1
85,94.3126,89.3736,89,633,0.992889,0
86,94.4463,90.4533,87,970,0.981889,0
87,94.6317,92.3506,86,689,0.907298,0
88,94.0635,86.2280,93,663,0.999605,0
89,94.3125,91.4480,89,966,0.946067,0
90,94.4449,91.8194,87,766,0.932484,0
91,93.9276,-1.1652,95,999,1.000000,0
92,94.5493,91.5535,86,851,0.952383,0
93,94.4447,92.2574,87,801,0.899104,0
94,94.3822,92.7375,88,453,0.838173,0
95,94.5629,90.3570,86,933,0.985313,0
96,91.2095,92.3091,161,456,0.249821,1
97,94.3720,92.3661,88,689,0.881415,0
98,94.3171,91.4596,89,541,0.945708,0
99,92.7798,91.8036,115,468,0.726361,0
100,94.4464,88.9475,87,560,0.995925,0
101,94.4456,92.3825,87,609,0.887260,1
102,94.6149,92.5185,86,686,0.890545,0
103,94.5689,92.3742,86,461,0.899774,0
104,93.8016,-3.9590,97,999,1.000000,0
105,94.5738,91.9818,87,993,0.930346,0
106,91.5385,-1.0999,157,999,1.000000,0
107,94.6340,-1.3270,86,999,1.000000,0
108,91.4065,-1.4832,157,999,1.000000,0
109,91.5004,91.8399,157,842,0.415936,0
110,91.1834,91.5204,158,921,0.416521,1
111,90.5577,-1.2177,160,999,1.000000,0
112,94.0041,-1.1000,94,999,1.000000,0
113,94.3831,91.7312,88,919,0.934129,0
114,91.3627,-1.0934,157,999,1.000000,0
115,94.3908,92.5843,88,458,0.858938,0
116,94.5985,-1.1210,86,999,1.000000,0
117,93.4514,92.3829,103,609,0.744322,0
118,91.2737,91.0259,158,964,0.561649,1
119,91.5875,92.2817,157,533,0.333091,1
120,91.5936,92.2596,157,686,0.339397,1
121,91.4822,89.8126,157,643,0.841526,1
122,93.3928,-3.4774,104,999,1.000000,0
123,94.4445,-4.0954,87,999,1.000000,0
124,94.6180,92.2645,86,801,0.913212,0
125,94.2543,-5.4463,90,999,1.000000,0
126,91.4063,83.2835,157,619,0.999703,0
127,93.6800,-1.1862,99,999,1.000000,0
128,93.9287,-5.8366,95,999,1.000000,0
129,94.1949,-1.1156,91,999,1.000000,0
130,94.4469,-4.4305,87,999,1.000000,0
131,93.7423,91.0137,98,622,0.938693,0
132,94.4471,92.7732,87,453,0.842095,0
133,94.5478,91.6561,86,698,0.947436,0
134,91.5936,-1.2735,157,999,1.000000,0
135,91.3971,91.2196,157,848,0.544279,0
136,94.5367,92.1717,86,954,0.914122,0
137,94.1317,-1.0939,92,999,1.000000,0
138,94.5704,92.5623,86,454,0.881641,0
139,94.3289,91.1204,89,697,0.961153,0
140,94.6063,-1.1735,86,999,1.000000,0
141,94.5467,89.6797,86,554,0.992362,0
142,91.5909,-4.2522,157,999,1.000000,0
143,94.5612,91.5131,86,997,0.954701,0
144,94.4456,-1.3791,87,999,1.000000,0
145,94.6170,-1.3748,86,999,1.000000,0
146,91.5315,87.6468,157,725,0.979861,0
147,90.4865,-1.8433,161,999,1.000000,0
148,94.3875,92.0965,88,840,0.908123,0
149,94.4471,92.2468,87,801,0.900278,0
150,94.5922,92.7244,86,453,0.866197,0
151,94.4465,89.6061,87,631,0.992158,0
152,91.4996,90.9184,157,623,0.641345,0
153,94.5532,92.1684,86,763,0.915665,0
154,91.3974,88.4957,159,717,0.947931,0
155,94.3876,-1.1620,88,999,1.000000,0
156,94.3156,89.9165,89,629,0.987860,0
157,93.1842,-6.3036,108,999,1.000000,0
158,94.5409,-3.8332,86,999,1.000000,0
159,94.3790,91.9744,88,879,0.917180,0
160,93.9304,91.3005,95,619,0.932763,0
161,91.5788,91.8828,157,460,0.424570,1
162,94.5961,92.4387,86,532,0.896359,0
163,91.3674,-3.7060,157,999,1.000000,0
164,90.5553,-1.1900,160,999,1.000000,0
165,91.2868,-1.2566,160,999,1.000000,0
166,94.3808,-1.2008,88,999,1.000000,0
167,94.5479,-1.2643,86,999,1.000000,0
168,91.0329,91.9505,158,879,0.285457,1
169,94.5718,-1.0948,87,999,1.000000,0
170,91.5003,-1.1607,157,999,1.000000,0
171,94.4464,91.9944,87,921,0.920709,0
172,93.8665,92.7238,96,454,0.758173,1
173,91.4968,92.4094,157,532,0.286477,1
174,94.3899,91.7591,88,538,0.932819,0
175,94.1283,92.3280,92,840,0.858185,1
176,90.1319,91.6778,170,462,0.175684,1
177,94.5532,92.5329,86,535,0.882915,0
178,94.3747,92.2209,88,955,0.896024,0
179,91.2835,90.4889,160,483,0.688802,0
180,94.5353,-1.1063,86,999,1.000000,0
181,94.3866,91.9838,88,955,0.917037,0
182,93.8738,92.4465,96,685,0.806478,0
183,93.8609,91.9976,96,612,0.865680,0
184,94.5539,89.3861,86,709,0.994335,0
185,94.5931,91.4622,86,541,0.958151,0
186,94.0622,91.7438,93,957,0.910392,0
187,94.5708,-7.1550,86,999,1.000000,0
188,94.3822,89.8526,88,629,0.989329,0
189,93.4939,91.8259,102,766,0.841303,0
190,90.6736,92.4663,159,686,0.142746,1
191,94.5394,89.2175,86,901,0.995140,0
192,94.6367,-1.1285,86,999,1.000000,0
193,91.5936,-8.7291,157,999,1.000000,0
194,94.5417,92.1346,86,878,0.917370,1
195,94.5643,91.6459,86,774,0.948751,0
196,91.5913,90.1225,157,551,0.812880,0
197,93.7417,-1.3529,98,999,1.000000,0
198,91.0039,-5.1371,158,999,1.000000,0
199,94.6090,-1.0977,86,999,1.000000,0
200,91.2534,92.3303,158,765,0.254105,1
201,91.4859,89.5142,157,861,0.877789,0
202,94.4445,91.7783,87,461,0.935003,0
203,94.3129,-9.6309,89,999,1.000000,0
204,94.4502,92.5542,87,531,0.869436,0
205,94.1943,92.3988,91,609,0.857605,1
206,94.5332,-1.1644,86,999,1.000000,0
207,94.4457,92.7578,87,453,0.843938,1
208,94.5713,90.9371,86,889,0.974276,0
209,94.1961,92.7872,91,455,0.803599,0
210,91.3682,92.2173,159,839,0.299623,0
211,94.4473,91.7812,87,461,0.934994,1
212,94.2524,90.4006,90,627,0.979200,0
213,91.3902,92.3538,159,609,0.276174,0
214,91.5924,92.2773,157,801,0.335157,0
215,93.7470,87.0441,98,731,0.998774,0
216,93.2377,92.2371,107,801,0.731165,0
217,94.6250,-1.1323,86,999,1.000000,0
218,90.4897,92.4152,161,532,0.127245,1
219,90.5015,90.2310,161,627,0.567206,0
220,94.5612,-1.1144,86,999,1.000000,0
221,94.5628,-1.1354,86,999,1.000000,0
222,94.4495,-1.1288,87,999,1.000000,0
223,91.2132,-1.1526,161,999,1.000000,0
224,91.3237,87.5134,160,802,0.978338,0
225,94.5995,92.3708,86,763,0.902796,0
226,90.6386,92.0755,159,878,0.192029,1
227,91.5849,-1.3650,157,999,1.000000,0
228,91.4833,88.1934,157,910,0.964079,0
229,93.7964,-1.6560,97,999,1.000000,0
230,94.4461,88.9068,87,713,0.996086,0
231,94.3722,-8.7431,88,999,1.000000,0
232,94.4456,92.6535,87,532,0.857190,1
233,94.4462,90.4556,87,856,0.981848,0
234,91.5801,91.5085,157,693,0.517905,0
235,94.3121,-1.2043,89,999,1.000000,0
236,94.3285,84.2273,89,837,0.999959,0
237,94.4449,-1.9032,87,999,1.000000,0
238,93.7445,88.9489,98,789,0.991802,0
239,94.4525,91.6986,87,615,0.940137,0
240,93.7330,-6.4512,98,999,1.000000,0
241,94.6363,-1.1268,86,999,1.000000,0
242,94.3750,91.9337,88,841,0.919927,0
243,93.9897,88.0638,94,721,0.997338,0
244,94.0569,91.4622,93,541,0.930517,0
245,94.1985,91.8268,91,544,0.914641,0
246,90.4991,-1.2164,161,999,1.000000,0
247,94.1337,91.8633,92,537,0.906397,0
248,94.3879,-1.2145,88,999,1.000000,0
249,94.3857,92.5566,88,608,0.861664,1
250,94.3272,-1.0955,89,999,1.000000,0
251,94.3733,92.5161,88,608,0.864979,0
252,94.5792,90.6498,87,892,0.980724,0
253,94.5671,-1.1949,86,999,1.000000,0
254,93.8583,90.5515,96,855,0.964661,0
255,94.3804,-1.2045,88,999,1.000000,0
256,91.3864,-1.0982,159,999,1.000000,0
257,90.6482,-5.1617,159,999,1.000000,0
258,94.5300,91.5903,86,616,0.949771,0
259,94.5849,-1.0934,86,999,1.000000,0
260,91.5268,92.6766,157,531,0.240510,1
261,94.4491,91.4184,87,998,0.953943,0
262,94.6420,91.7617,86,538,0.946864,0
263,90.6541,-4.2586,159,999,1.000000,0
264,91.2670,88.1994,158,872,0.955538,0
265,93.6210,89.9135,100,629,0.976049,0
266,94.4479,-1.3033,87,999,1.000000,0
267,91.0518,-5.0736,158,999,1.000000,0
268,94.4449,92.4603,87,536,0.879176,0
269,91.4848,91.2885,158,474,0.548919,0
270,94.4450,-1.1013,87,999,1.000000,0
271,91.5139,-1.0988,158,999,1.000000,0
272,94.5974,-8.0959,86,999,1.000000,0
273,94.6419,92.4180,86,455,0.902378,0
274,91.5422,92.3497,157,763,0.308429,0
275,91.4942,91.2880,158,474,0.551373,0
276,93.6760,90.9171,99,623,0.940416,0
277,90.5553,-9.5241,160,999,1.000000,0
278,94.3188,-1.2187,89,999,1.000000,0
279,94.0016,-4.1393,94,999,1.000000,0
280,94.5368,91.9120,86,960,0.932439,0
281,94.5696,92.6243,86,533,0.874934,1
282,93.9294,-1.1296,95,999,1.000000,0
283,91.5839,-11.4677,157,999,1.000000,0
284,94.3236,-1.1535,89,999,1.000000,0
285,91.4806,92.3885,157,763,0.287437,0
286,94.3188,89.8910,89,629,0.988201,0
287,91.2870,-3.0373,160,999,1.000000,0
288,94.5668,88.3746,86,946,0.997959,0
289,94.4460,87.6420,87,953,0.998892,0
290,94.4526,89.7147,87,630,0.991319,0
291,93.2910,-1.1179,106,999,1.000000,0
292,94.4521,92.1158,87,611,0.911843,0
293,91.4649,92.4136,157,532,0.279152,0
294,94.3918,91.6833,88,462,0.937526,0
295,94.5405,92.5721,86,534,0.877439,0
296,93.1316,-5.6981,109,999,1.000000,0
297,94.2521,-1.1112,90,999,1.000000,0
298,94.1314,-1.0955,92,999,1.000000,0
299,94.1321,-1.1032,92,999,1.000000,0
300,94.5680,-1.1187,86,999,1.000000,0
301,93.0824,-1.3557,110,999,1.000000,0
302,94.5890,91.8419,86,804,0.939749,1
303,94.4473,92.3654,87,763,0.889130,0
304,93.7991,-1.1454,97,999,1.000000,0
