pair_id,R_tau1,R_tau2,len_tau1,len_tau2,p_tau1_preferred,preferred
0,90.6330,92.2748,159,839,0.162220,1
1,91.5933,-1.0935,157,999,1.000000,0
2,90.8492,92.3010,158,533,0.189716,1
3,91.4220,-1.2652,159,999,1.000000,0
4,94.4448,-1.1021,87,999,1.000000,0
5,90.7407,-13.1934,159,999,1.000000,0
6,89.9621,92.2066,173,954,0.095825,1
7,94.5572,92.2834,86,690,0.906684,0
8,93.7328,92.0587,98,840,0.842128,0
9,93.9306,88.7219,95,981,0.994561,0
10,91.5496,91.6288,157,920,0.480211,0
11,94.4446,92.3148,87,456,0.893764,0
12,94.5938,-1.1186,87,999,1.000000,0
13,93.9929,-9.6142,94,999,1.000000,0
14,94.5379,89.1411,86,711,0.995489,0
15,94.5655,92.5910,86,534,0.878095,0
16,94.4466,-1.0987,87,999,1.000000,0
17,94.6316,-1.1578,86,999,1.000000,0
18,93.8075,-4.0631,97,999,1.000000,0
19,90.4113,-8.9553,163,999,1.000000,0
20,94.6534,91.0301,86,774,0.974000,0
21,91.2832,88.8109,158,561,0.922174,0
22,94.5352,92.3904,86,609,0.895183,0
23,94.4454,-1.3025,87,999,1.000000,0
24,94.5802,-1.0959,87,999,1.000000,0
25,91.5231,-5.5843,158,999,1.000000,0
26,91.2851,-1.8252,160,999,1.000000,0
27,91.5922,92.2122,157,878,0.349770,1
28,91.1892,92.4290,158,532,0.224473,1
29,94.3919,92.6165,88,531,0.855125,0
30,94.4451,-4.2821,87,999,1.000000,0
31,91.1881,88.9019,158,904,0.907725,0
32,94.3826,92.1964,88,457,0.899004,0
33,91.4137,92.4448,157,455,0.262870,1
34,94.5963,-1.5014,87,999,1.000000,0
35,94.4450,92.5171,87,611,0.873020,1
36,94.4487,92.2571,87,916,0.899499,0
37,91.5855,92.2962,157,686,0.329442,1
38,94.2551,88.0721,90,568,0.997940,0
39,94.4470,92.5732,87,610,0.866902,0
40,91.5884,-4.9862,157,999,1.000000,0
41,91.2746,90.1111,160,896,0.761973,1
42,91.1494,91.5639,158,540,0.397819,1
43,91.5915,91.6261,157,806,0.491346,0
44,94.5598,92.2269,86,878,0.911565,0
45,94.4476,92.6008,87,609,0.863757,0
46,94.3228,-6.3914,89,999,1.000000,0
47,91.5860,92.0170,157,955,0.393881,1
48,94.3187,-8.7394,89,999,1.000000,0
49,94.4456,92.6467,87,531,0.858018,1
50,94.4521,92.5529,87,454,0.869800,0
51,94.5388,92.0274,86,688,0.924937,0
52,94.4473,91.4903,87,548,0.950598,0
53,94.5607,92.1037,86,840,0.921069,0
54,90.3789,-1.2239,164,999,1.000000,0
55,94.5796,-8.7080,87,999,1.000000,0
56,93.9900,91.5591,94,540,0.919158,0
57,94.5903,89.8413,87,859,0.991415,0
58,94.6070,88.3561,86,642,0.998075,0
59,94.5633,92.5608,86,454,0.881055,0
60,90.8598,-1.0935,158,999,1.000000,0
61,94.5637,-1.1901,86,999,1.000000,0
62,94.5431,-8.1493,86,999,1.000000,0
63,91.2600,86.0587,158,969,0.994521,0
64,94.3866,92.5992,88,458,0.856606,0
65,91.4217,92.5882,159,534,0.237490,1
66,89.8971,89.8867,174,552,0.502600,1
67,91.5934,-1.7076,157,999,1.000000,0
68,94.4467,85.8802,87,971,0.999810,0
69,94.1295,-1.1430,92,999,1.000000,0
70,94.5732,92.1142,86,878,0.921216,0
71,91.5128,91.6216,158,768,0.472810,1
72,91.0132,91.9779,158,955,0.275926,1
73,91.5824,92.1921,157,457,0.352120,1
74,94.5380,90.6003,86,550,0.980881,0
75,93.6152,92.7129,100,453,0.711434,0
76,94.6323,92.1576,86,843,0.922353,0
77,94.2516,-1.1508,90,999,1.000000,0
78,94.3243,92.3022,89,686,0.883095,1
79,93.6109,92.0779,100,802,0.822444,0
80,94.6481,-8.7964,86,999,1.000000,0
81,94.5894,-1.3582,86,999,1.000000,0
82,94.4447,-5.5105,87,999,1.000000,0
83,90.9301,92.0344,158,764,0.248931,0
84,94.4454,92.7281,87,453,0.847778,0
85,94.3846,91.9503,88,879,0.919403,0
86,94.2488,-1.5484,90,999,1.000000,0
87,93.5667,91.2700,101,543,0.908603,0
88,91.5822,89.0910,157,902,0.923523,0
89,91.0075,92.2780,158,686,0.219169,1
90,93.6772,90.8847,99,547,0.942272,0
91,93.8674,-1.5175,96,999,1.000000,0
92,90.5547,-1.1258,160,999,1.000000,0
93,94.5938,-1.1987,87,999,1.000000,0
94,91.5900,-1.3235,157,999,1.000000,0
95,93.6164,-1.1633,100,999,1.000000,0
96,94.6210,-1.4593,86,999,1.000000,0
97,91.5846,89.4169,157,785,0.897307,0
98,94.5302,-1.3887,86,999,1.000000,0
99,93.7999,92.7743,97,455,0.736056,0
100,94.5456,92.6079,86,531,0.874094,0
101,93.8721,90.7344,96,929,0.958424,0
102,94.5991,89.3310,86,633,0.994873,0
103,91.2980,-1.1017,160,999,1.000000,0
104,94.2010,-8.7370,91,999,1.000000,0
105,94.1219,91.8796,92,460,0.903987,0
106,94.5941,92.5781,86,454,0.882468,0
107,94.3879,91.8988,88,613,0.923372,0
108,94.4447,-1.1999,87,999,1.000000,0
109,91.1820,-4.3092,158,999,1.000000,0
110,94.1216,-8.7208,92,999,1.000000,0
111,94.4490,88.1885,87,948,0.998093,0
112,94.4529,92.2763,87,690,0.898121,0
113,91.5063,91.9726,157,955,0.385481,1
114,94.3758,92.5228,88,609,0.864471,0
115,93.8624,91.4842,96,464,0.915152,1
116,93.9935,91.3008,94,619,0.936595,0
117,93.9962,91.9724,94,993,0.883270,1
118,94.3809,-1.1025,88,999,1.000000,0
119,94.0661,92.3555,93,802,0.846921,1
120,91.2717,91.6780,158,462,0.399802,1
121,94.6192,88.4503,86,564,0.997911,0
122,94.4447,88.8085,87,561,0.996446,0
123,91.5930,-3.1680,157,999,1.000000,0
124,94.6300,91.6621,86,539,0.951103,0
125,93.9894,-7.5441,94,999,1.000000,0
126,93.9305,91.4171,95,770,0.925076,0
127,94.2621,92.0306,90,845,0.903043,0
128,91.2402,-5.5588,158,999,1.000000,0
129,91.3752,-1.1029,157,999,1.000000,0
130,91.3695,-8.0555,157,999,1.000000,0
131,91.5779,-1.3228,157,999,1.000000,0
132,94.3748,90.6341,88,626,0.976815,0
133,94.3268,92.3038,89,456,0.883194,0
134,94.4448,91.8638,87,537,0.929628,0
135,94.4512,90.0170,87,628,0.988275,0
136,94.5425,92.1133,86,993,0.919022,0
137,94.4450,92.0917,87,993,0.913198,0
138,91.5303,89.0668,157,712,0.921541,0
139,94.5665,90.8366,86,776,0.976567,0
140,94.4445,92.5615,87,531,0.867960,0
141,94.5557,-1.2092,86,999,1.000000,0
142,94.5359,92.7038,86,456,0.862007,0
143,94.3718,92.0316,88,688,0.912151,0
144,91.5923,90.8331,157,700,0.681169,0
145,94.5294,91.3236,86,961,0.961054,0
146,94.4450,92.4934,87,608,0.875618,0
147,94.3857,89.1280,88,940,0.994820,0
148,91.5915,92.4127,157,762,0.305508,1
149,94.1860,-1.2418,91,999,1.000000,0
150,91.5799,91.8763,157,460,0.426446,1
151,94.4445,-3.8158,87,999,1.000000,0
152,91.4003,90.4813,157,549,0.714835,1
153,90.7085,-1.1901,159,999,1.000000,0
154,94.2578,90.2650,90,972,0.981885,0
155,90.7008,-1.1245,159,999,1.000000,0
156,94.3168,86.7237,89,734,0.999496,0
157,94.2493,-1.1767,90,999,1.000000,0
158,91.4168,92.0543,159,465,0.345819,1
159,94.0672,91.7896,93,614,0.907006,0
160,91.5234,92.4483,158,460,0.283969,0
161,90.6498,90.6325,159,626,0.504329,1
162,94.2520,-6.4757,90,999,1.000000,0
163,94.3212,-4.1141,89,999,1.000000,0
164,94.3905,90.1561,88,627,0.985719,0
165,91.5490,-1.2648,157,999,1.000000,0
166,94.6020,92.6595,86,532,0.874628,0
167,94.5944,92.7822,87,453,0.859623,0
168,94.0667,-1.1490,93,999,1.000000,0
169,94.2557,91.5800,90,463,0.935578,0
170,94.5852,91.8140,87,690,0.941099,1
171,94.1258,-1.1371,92,999,1.000000,0
172,94.3757,-1.1476,88,999,1.000000,0
173,90.3559,92.4504,164,536,0.109637,1
174,94.5986,90.0443,86,974,0.989587,0
175,94.6167,90.8335,86,928,0.977757,0
176,90.6415,92.3359,159,762,0.155193,1
177,93.8708,90.1851,96,627,0.975535,0
178,94.4462,-1.1046,87,999,1.000000,0
179,94.5980,92.1741,87,534,0.918627,0
180,93.6879,-2.9239,99,999,1.000000,0
181,94.0565,-1.1975,93,999,1.000000,0
182,94.3858,92.1491,88,687,0.903496,0
183,93.8091,90.9817,97,546,0.944137,0
184,91.5935,88.1966,157,643,0.967609,0
185,90.4406,92.2187,162,880,0.144538,1
186,94.5840,91.7758,87,461,0.943117,0
187,91.1842,92.1451,158,692,0.276699,1
188,93.9330,90.8464,95,479,0.956338,0
189,91.3882,91.2005,157,475,0.546782,0
190,91.3587,92.3427,157,802,0.272086,0
191,91.5307,92.2810,157,878,0.320755,1
192,93.7972,-1.0996,97,999,1.000000,0
193,94.5459,89.0724,86,559,0.995821,0
194,93.8006,92.1746,97,878,0.835620,0
195,94.4446,-3.6450,87,999,1.000000,0
196,94.3891,-1.6122,88,999,1.000000,0
197,94.4520,92.3193,87,803,0.894044,0
198,94.3819,92.7368,88,453,0.838231,0
199,93.7378,-1.0935,98,999,1.000000,0
