pair_id,R_tau1,R_tau2,len_tau1,len_tau2,p_tau1_preferred,preferred
0,94.4457,-1.4774,87,999,1.000000,0
1,94.4534,89.9464,87,705,0.989088,0
2,94.6462,92.7943,86,454,0.864351,0
3,94.6406,91.0381,86,857,0.973467,0
4,93.4476,90.2667,103,858,0.960108,0
5,94.3809,92.3789,88,763,0.881006,1
6,91.4985,91.8719,158,956,0.407723,1
7,93.9365,89.1103,95,635,0.992047,0
8,94.5939,91.8805,86,847,0.937811,0
9,90.4869,90.9816,161,546,0.378779,0
10,91.0261,87.1885,158,748,0.978908,0
11,94.5298,91.5203,86,921,0.953003,0
12,94.4465,-1.1322,87,999,1.000000,0
13,91.5936,92.4407,157,532,0.300032,0
14,94.2004,92.4303,91,612,0.854463,0
15,94.3823,-1.1099,88,999,1.000000,0
16,94.1310,-4.9121,92,999,1.000000,0
17,91.5404,90.9172,157,623,0.650949,1
18,91.5878,90.3172,157,704,0.780844,0
19,93.7411,-2.1125,98,999,1.000000,0
20,90.5544,92.1197,160,919,0.172887,1
21,94.5561,92.1633,86,763,0.916281,0
22,93.7492,-1.4838,98,999,1.000000,0
23,94.0590,-1.1189,93,999,1.000000,0
24,94.4453,91.3672,87,542,0.955982,0
25,91.3824,92.1919,157,457,0.308014,1
26,94.6341,92.6072,86,454,0.883592,0
27,94.3291,-3.2693,89,999,1.000000,0
28,93.8064,91.8968,97,771,0.870973,0
29,94.5349,-1.1447,86,999,1.000000,0
30,91.5201,92.1886,157,457,0.338838,1
31,91.5931,-1.1467,157,999,1.000000,0
32,91.1862,92.5889,158,534,0.197388,1
33,94.6428,90.6398,86,930,0.982067,0
34,93.4617,-1.1797,103,999,1.000000,0
35,90.6763,92.4362,159,532,0.146813,0
36,90.8299,-2.8010,158,999,1.000000,0
37,94.5334,-1.2090,86,999,1.000000,0
38,91.4576,92.5862,157,534,0.244427,1
39,94.3877,90.0270,88,551,0.987392,0
40,94.5796,-7.5330,87,999,1.000000,0
41,94.5673,92.1206,86,611,0.920325,0
42,94.5404,92.4665,86,686,0.888333,0
43,91.5908,-1.1425,157,999,1.000000,0
44,94.3765,92.1996,88,457,0.898156,0
45,90.4262,92.1888,163,457,0.146471,1
46,94.5831,92.3783,86,461,0.900683,0
47,93.6278,-8.0451,100,999,1.000000,0
48,94.5774,-5.7498,87,999,1.000000,0
49,94.3917,91.8156,88,690,0.929309,0
