pair_id,R_tau1,R_tau2,len_tau1,len_tau2,p_tau1_preferred,preferred
0,-376.9871,-644.5906,200,200,1.000000,0
1,-244.5380,-641.9922,200,200,1.000000,0
2,-1045.5718,-596.2225,200,200,0.000000,1
3,-127.3176,-645.3765,200,200,1.000000,0
4,-123.3024,-666.8173,200,200,1.000000,0
5,-3.1711,-762.5571,200,200,1.000000,0
6,-372.3266,-885.4365,200,200,1.000000,0
7,-127.7508,-703.7373,200,200,1.000000,0
8,-278.2947,-856.8388,200,200,1.000000,0
9,-270.5492,-644.5637,200,200,1.000000,0
10,-127.2247,-529.9489,200,200,1.000000,0
11,-122.2217,-525.1480,200,200,1.000000,0
12,-3.4271,-649.2332,200,200,1.000000,0
13,-1028.2654,-766.6682,200,200,0.000000,1
14,-402.3282,-640.7249,200,200,1.000000,0
15,-262.9097,-613.7397,200,200,1.000000,0
16,-1039.2746,-522.9475,200,200,0.000000,1
17,-1040.6000,-651.2920,200,200,0.000000,1
18,-265.9473,-785.6642,200,200,1.000000,0
19,-128.5052,-647.1505,200,200,1.000000,0
20,-128.4593,-771.3460,200,200,1.000000,0
21,-2.2589,-787.5915,200,200,1.000000,0
22,-128.1178,-774.7837,200,200,1.000000,0
23,-121.6112,-645.8953,200,200,1.000000,0
24,-130.4305,-483.3715,200,200,1.000000,0
25,-908.7408,-643.4113,200,200,0.000000,1
26,-255.6031,-594.5877,200,200,1.000000,0
27,-2.7161,-718.9846,200,200,1.000000,0
28,-133.1703,-644.8840,200,200,1.000000,0
29,-124.6602,-646.8366,200,200,1.000000,0
30,-255.1580,-653.7368,200,200,1.000000,0
31,-1.7847,-636.2831,200,200,1.000000,0
32,-1000.7504,-483.5409,200,200,0.000000,1
33,-129.6400,-799.0936,200,200,1.000000,0
34,-268.3367,-639.4952,200,200,1.000000,0
35,-272.2359,-543.3232,200,200,1.000000,0
36,-126.5594,-582.8095,200,200,1.000000,0
37,-250.8887,-856.6550,200,200,1.000000,0
38,-3.5848,-909.2911,200,200,1.000000,0
39,-130.4221,-638.2315,200,200,1.000000,0
40,-129.2936,-521.3816,200,200,1.000000,0
41,-287.7881,-785.2393,200,200,1.000000,0
42,-248.0639,-511.8014,200,200,1.000000,0
43,-129.0096,-643.2302,200,200,1.000000,0
44,-2.5127,-939.9939,200,200,1.000000,0
45,-389.3316,-935.9889,200,200,1.000000,0
46,-1046.0835,-642.4399,200,200,0.000000,1
47,-131.6968,-516.7920,200,200,1.000000,0
48,-130.1918,-644.2540,200,200,1.000000,0
49,-263.5698,-677.5547,200,200,1.000000,0
50,-1.4771,-688.6552,200,200,1.000000,0
51,-1.9453,-514.3368,200,200,1.000000,0
52,-253.1963,-625.7378,200,200,1.000000,0
53,-122.1113,-491.2283,200,200,1.000000,0
54,-242.3384,-510.0960,200,200,1.000000,0
55,-1.7102,-615.6577,200,200,1.000000,0
56,-259.1817,-642.3121,200,200,1.000000,0
57,-124.9738,-839.5688,200,200,1.000000,0
58,-130.8759,-515.8630,200,200,1.000000,0
59,-920.9611,-644.0939,200,200,0.000000,1
60,-258.3632,-559.1045,200,200,1.000000,0
61,-127.2713,-756.7372,200,200,1.000000,0
62,-121.5935,-786.7203,200,200,1.000000,0
63,-1.4339,-975.6456,200,200,1.000000,0
64,-256.3586,-767.2500,200,200,1.000000,0
65,-128.1941,-659.6245,200,200,1.000000,0
66,-342.6191,-514.0762,200,200,1.000000,0
67,-1.7507,-520.7314,200,200,1.000000,0
68,-780.5317,-793.2862,200,200,0.999997,0
69,-1017.6949,-668.8678,200,200,0.000000,1
70,-361.5464,-399.2294,200,200,1.000000,0
71,-127.5311,-767.2385,200,200,1.000000,0
72,-128.6947,-794.1384,200,200,1.000000,0
73,-902.4949,-639.7136,200,200,0.000000,1
74,-123.9861,-753.8321,200,200,1.000000,0
75,-243.2119,-639.5015,200,200,1.000000,0
76,-255.8840,-518.8472,200,200,1.000000,0
77,-1007.4279,-518.5187,200,200,0.000000,1
78,-282.6185,-638.6006,200,200,1.000000,0
79,-2.9332,-803.9270,200,200,1.000000,0
80,-443.5046,-790.4025,200,200,1.000000,0
81,-1.6227,-777.6515,200,200,1.000000,0
82,-265.8599,-851.4370,200,200,1.000000,0
83,-1.6731,-648.6191,200,200,1.000000,0
84,-1.6006,-629.2964,200,200,1.000000,0
85,-376.2815,-385.3776,200,200,0.999888,0
86,-3.4134,-524.4001,200,200,1.000000,0
87,-128.7774,-797.8759,200,200,1.000000,0
88,-126.6727,-640.7393,200,200,1.000000,0
89,-126.0026,-647.5692,200,200,1.000000,0
90,-128.4150,-767.2792,200,200,1.000000,0
91,-127.2938,-579.6910,200,200,1.000000,0
92,-126.9723,-786.6859,200,200,1.000000,0
93,-131.9426,-653.0496,200,200,1.000000,0
94,-129.0278,-645.6388,200,200,1.000000,0
95,-119.5318,-642.7669,200,200,1.000000,0
96,-240.2029,-646.4483,200,200,1.000000,0
97,-264.0553,-768.5807,200,200,1.000000,0
98,-245.1833,-674.5647,200,200,1.000000,0
99,-122.5119,-772.2885,200,200,1.000000,0
100,-260.3690,-647.6814,200,200,1.000000,0
101,-130.7638,-838.9082,200,200,1.000000,0
102,-253.1561,-516.3922,200,200,1.000000,0
103,-1.8775,-801.2454,200,200,1.000000,0
104,-391.6713,-822.3962,200,200,1.000000,0
105,-338.3513,-643.5143,200,200,1.000000,0
106,-373.9399,-789.8196,200,200,1.000000,0
107,-259.0839,-775.6880,200,200,1.000000,0
108,-1000.9973,-653.6662,200,200,0.000000,1
109,-2.6952,-927.6167,200,200,1.000000,0
110,-129.8095,-437.8566,200,200,1.000000,0
111,-389.7788,-635.9847,200,200,1.000000,0
112,-259.6921,-643.2936,200,200,1.000000,0
113,-934.4864,-649.7299,200,200,0.000000,1
114,-127.1952,-648.9814,200,200,1.000000,0
115,-124.0011,-644.4093,200,200,1.000000,0
116,-2.2467,-407.8580,200,200,1.000000,0
117,-359.6202,-798.9665,200,200,1.000000,0
118,-126.4109,-650.4785,200,200,1.000000,0
119,-1033.7834,-762.3901,200,200,0.000000,1
120,-120.8365,-650.9525,200,200,1.000000,0
121,-130.4893,-638.0746,200,200,1.000000,0
122,-257.7795,-784.2978,200,200,1.000000,0
123,-2.8281,-648.6620,200,200,1.000000,0
124,-130.9460,-770.7322,200,200,1.000000,0
125,-246.3719,-646.1687,200,200,1.000000,0
126,-2.8421,-644.4718,200,200,1.000000,0
127,-3.0918,-516.7121,200,200,1.000000,0
128,-1.5460,-638.5552,200,200,1.000000,0
129,-263.1060,-643.9218,200,200,1.000000,0
130,-240.3781,-648.2434,200,200,1.000000,0
131,-128.4809,-518.0499,200,200,1.000000,0
132,-136.8675,-470.5731,200,200,1.000000,0
133,-240.2227,-514.3667,200,200,1.000000,0
134,-130.3194,-528.6342,200,200,1.000000,0
135,-400.7552,-645.0662,200,200,1.000000,0
136,-2.0283,-885.6953,200,200,1.000000,0
137,-128.9753,-858.0638,200,200,1.000000,0
138,-1025.7391,-526.0012,200,200,0.000000,1
139,-126.0687,-519.3414,200,200,1.000000,0
140,-124.6611,-704.7165,200,200,1.000000,0
141,-122.9046,-647.2357,200,200,1.000000,0
142,-1052.5873,-818.6959,200,200,0.000000,1
143,-126.6650,-545.5072,200,200,1.000000,0
144,-129.8182,-756.4418,200,200,1.000000,0
145,-131.4097,-911.3111,200,200,1.000000,0
146,-388.8552,-815.9978,200,200,1.000000,0
147,-282.2131,-784.5315,200,200,1.000000,0
148,-123.9156,-648.0800,200,200,1.000000,0
149,-262.3502,-390.5384,200,200,1.000000,0
150,-1042.9736,-580.9855,200,200,0.000000,1
151,-127.0666,-645.4952,200,200,1.000000,0
152,-129.2311,-732.7310,200,200,1.000000,0
153,-273.6992,-515.9911,200,200,1.000000,0
154,-130.3527,-479.5414,200,200,1.000000,0
155,-267.5328,-737.6096,200,200,1.000000,0
156,-440.3597,-642.4020,200,200,1.000000,0
157,-299.0552,-905.8952,200,200,1.000000,0
158,-128.3866,-896.7813,200,200,1.000000,0
159,-127.1534,-656.0995,200,200,1.000000,0
160,-911.6782,-516.7277,200,200,0.000000,1
161,-124.0217,-639.3048,200,200,1.000000,0
162,-246.4322,-797.5962,200,200,1.000000,0
163,-299.9222,-895.2992,200,200,1.000000,0
164,-238.5147,-499.6760,200,200,1.000000,0
165,-128.7081,-518.3597,200,200,1.000000,0
166,-128.9114,-768.4383,200,200,1.000000,0
167,-128.1190,-649.7421,200,200,1.000000,0
168,-258.8493,-523.1789,200,200,1.000000,0
169,-242.5413,-390.4544,200,200,1.000000,0
170,-125.9611,-647.0741,200,200,1.000000,0
171,-128.2885,-919.0392,200,200,1.000000,0
172,-249.2680,-789.1285,200,200,1.000000,0
173,-125.6488,-609.0592,200,200,1.000000,0
174,-128.9903,-623.7836,200,200,1.000000,0
175,-130.5915,-514.9013,200,200,1.000000,0
176,-4.3343,-520.3045,200,200,1.000000,0
177,-129.9358,-516.4053,200,200,1.000000,0
178,-124.1739,-642.1380,200,200,1.000000,0
179,-254.9034,-841.8456,200,200,1.000000,0
180,-130.9032,-660.3197,200,200,1.000000,0
181,-288.1432,-809.2205,200,200,1.000000,0
182,-241.8235,-609.6586,200,200,1.000000,0
183,-354.7702,-768.2084,200,200,1.000000,0
184,-134.0578,-886.3187,200,200,1.000000,0
185,-359.6038,-836.4334,200,200,1.000000,0
186,-1032.7024,-548.9817,200,200,0.000000,1
187,-135.4918,-774.5619,200,200,1.000000,0
188,-2.3068,-644.1702,200,200,1.000000,0
189,-130.5064,-389.6841,200,200,1.000000,0
190,-248.5090,-764.5777,200,200,1.000000,0
191,-923.2253,-619.9884,200,200,0.000000,1
192,-125.0514,-645.1450,200,200,1.000000,0
193,-127.2134,-762.0144,200,200,1.000000,0
194,-249.7300,-642.2623,200,200,1.000000,0
195,-1029.4269,-513.5372,200,200,0.000000,1
196,-123.6511,-518.9380,200,200,1.000000,0
197,-363.4291,-776.2084,200,200,1.000000,0
198,-130.1093,-639.8192,200,200,1.000000,0
199,-254.8745,-757.9470,200,200,1.000000,0
